election_year,election_type,office,district,candidate_name,first_name,middle_name,last_name,prefix,suffix,nickname,full_name_display,party,phone,email,address,website,state,original_name,original_state,original_election_year,original_office,original_filing_date,id,stable_id,county,city,zip_code,filing_date,election_date,facebook,twitter
2024,General,US Representative,District 4,Peter Yu,Peter,,Yu,,,,Peter Yu,Republican,,,,,Colorado,Peter Yu,Colorado,2024,Representative to the 119th United States Congress - District 4,,20,a1d5c4e42f2634c8,,,,,,,
2024,General,US Representative,District 5,River Gassen,River,,Gassen,,,,River Gassen,Democratic,,,,,Colorado,River Gassen,Colorado,2024,Representative to the 119th United States Congress - District 5,,21,bebdc9952e63c28e,,,,,,,
2024,General,US Representative,District 5,Joe Reagan,Joe,,Reagan,,,,Joe Reagan,Democratic,,,,,Colorado,Joe Reagan,Colorado,2024,Representative to the 119th United States Congress - District 5,,22,2772a03e9506bba3,,,,,,,
2024,General,US Representative,District 5,Dave Williams,Dave,,Williams,,,,Dave Williams,Republican,,,,,Colorado,Dave Williams,Colorado,2024,Representative to the 119th United States Congress - District 5,,23,93be47f8aa32e456,,,,,,,
2024,General,US Representative,District 5,Jeff Crank,Jeff,,Crank,,,,Jeff Crank,Republican,,,,,Colorado,Jeff Crank,Colorado,2024,Representative to the 119th United States Congress - District 5,,24,7d63c08efc99ab1f,,,,,,,
2024,General,US Representative,District 6,Jason Crow,Jason,,Crow,,,,Jason Crow,Democratic,,,,,Colorado,Jason Crow,Colorado,2024,Representative to the 119th United States Congress - District 6,,25,1197f890083e4d30,,,,,,,
2024,General,US Representative,District 6,John E. Fabbricatore,John,E.,Fabbricatore,,,,John E. Fabbricatore,Republican,,,,,Colorado,John E. Fabbricatore,Colorado,2024,Representative to the 119th United States Congress - District 6,,26,62a983bce75a38ef,,,,,,,
2024,General,US Representative,District 7,Brittany Pettersen,Brittany,,Pettersen,,,,Brittany Pettersen,Democratic,,,,,Colorado,Brittany Pettersen,Colorado,2024,Representative to the 119th United States Congress - District 7,,27,aa609047c1b97585,,,,,,,
2024,General,US Representative,District 7,Sergei Matveyuk,Sergei,,Matveyuk,,,,Sergei Matveyuk,Republican,,,,,Colorado,Sergei Matveyuk,Colorado,2024,Representative to the 119th United States Congress - District 7,,28,fae130c7a477e183,,,,,,,
2024,General,US Representative,District 8,Yadira Caraveo,Yadira,,Caraveo,,,,Yadira Caraveo,Democratic,,,,,Colorado,Yadira Caraveo,Colorado,2024,Representative to the 119th United States Congress - District 8,,29,8fae67fab4e4e541,,,,,,,
2024,General,US Representative,District 8,Gabe Evans,Gabe,,Evans,,,,Gabe Evans,Republican,,,,,Colorado,Gabe Evans,Colorado,2024,Representative to the 119th United States Congress - District 8,,30,49fb38221e31c7c9,,,,,,,
2024,General,US Representative,District 8,Janak Joshi,Janak,,Joshi,,,,Janak Joshi,Republican,,,,,Colorado,Janak Joshi,Colorado,2024,Representative to the 119th United States Congress - District 8,,31,f066f00992b3b2a9,,,,,,,
2024,General,State Board of Education Member,District 2,Kathy Gebhardt,Kathy,,Gebhardt,,,,Kathy Gebhardt,Democratic,,,,,Colorado,Kathy Gebhardt,Colorado,2024,State Board of Education Member - Congressional District 2,,32,c564e3f73235465c,,,,,,,
2024,General,State Board of Education Member,District 2,Marisol Lynda Rodriguez,Marisol,Lynda,Rodriguez,,,,Marisol Lynda Rodriguez,Democratic,,,,,Colorado,Marisol Lynda Rodriguez,Colorado,2024,State Board of Education Member - Congressional District 2,,33,cbadf5a818448621,,,,,,,
2024,General,State Board of Education Member,District 3,Ellen Angeles,Ellen,,Angeles,,,,Ellen Angeles,Democratic,,,,,Colorado,Ellen Angeles,Colorado,2024,State Board of Education Member - Congressional District 3,,34,d6a90abe5cbc6413,,,,,,,
2024,General,State Board of Education Member,District 3,Sherri M Wright,Sherri,M,Wright,,,,Sherri M Wright,Republican,,,,,Colorado,Sherri M Wright,Colorado,2024,State Board of Education Member - Congressional District 3,,35,5720e04a1f162427,,,,,,,
2024,General,State Board of Education Member,District 4,Krista Holtzmann,Krista,,Holtzmann,,,,Krista Holtzmann,Democratic,,,,,Colorado,Krista Holtzmann,Colorado,2024,State Board of Education Member - Congressional District 4,,36,c32a21f38276f31d,,,,,,,
2024,General,State Board of Education Member,District 4,"Kristi ""KBB"" Burton Brown",Kristi,Burton,Brown,,,KBB,Kristi Burton Brown,Republican,,,,,Colorado,"Kristi ""KBB"" Burton Brown",Colorado,2024,State Board of Education Member - Congressional District 4,,37,d6204c437f76b385,,,,,,,
2024,General,State Board of Education Member,District 4,Saundra Larsen,Saundra,,Larsen,,,,Saundra Larsen,Republican,,,,,Colorado,Saundra Larsen,Colorado,2024,State Board of Education Member - Congressional District 4,,38,bd251686b6839dd9,,,,,,,
2024,General,State Board of Education Member,District 8,Rhonda Solis,Rhonda,,Solis,,,,Rhonda Solis,Democratic,,,,,Colorado,Rhonda Solis,Colorado,2024,State Board of Education Member - Congressional District 8,,39,1d2dcb28de7f22d6,,,,,,,
2024,General,State Board of Education Member,District 8,Yazmin Navarro,Yazmin,,Navarro,,,,Yazmin Navarro,Republican,,,,,Colorado,Yazmin Navarro,Colorado,2024,State Board of Education Member - Congressional District 8,,40,838bd54a9de95a6c,,,,,,,
2024,General,Regent of the University of Colorado,,Elliott Hood,Elliott,,Hood,,,,Elliott Hood,Democratic,,,,,Colorado,Elliott Hood,Colorado,2024,Regent of the University of Colorado - At Large,,41,19e7a52331fc153a,,,,,,,
2024,General,Regent of the University of Colorado,,"Charles ""CJ"" Johnson",Charles,,Johnson,,,CJ,Charles Johnson,Democratic,,,,,Colorado,"Charles ""CJ"" Johnson",Colorado,2024,Regent of the University of Colorado - At Large,,42,b68e2df43276a794,,,,,,,
2024,General,Regent of the University of Colorado,,Eric Rinard,Eric,,Rinard,,,,Eric Rinard,Republican,,,,,Colorado,Eric Rinard,Colorado,2024,Regent of the University of Colorado - At Large,,43,aee5de8c1bc00029,,,,,,,
2024,General,Regent of the University of Colorado,District 3,Robert B. Logan,Robert,B.,Logan,,,,Robert B. Logan,Democratic,,,,,Colorado,Robert B. Logan,Colorado,2024,Regent of the University of Colorado - Congressional District 3,,44,90e7b1b846a0ca04,,,,,,,
2024,General,Regent of the University of Colorado,District 3,Kristine Sposato,Kristine,,Sposato,,,,Kristine Sposato,Republican,,,,,Colorado,Kristine Sposato,Colorado,2024,Regent of the University of Colorado - Congressional District 3,,45,12aea5438a701dc0,,,,,,,
2024,General,Regent of the University of Colorado,District 3,Ray Scott,Ray,,Scott,,,,Ray Scott,Republican,,,,,Colorado,Ray Scott,Colorado,2024,Regent of the University of Colorado - Congressional District 3,,46,cb9b63d367cff04d,,,,,,,
2024,General,Regent of the University of Colorado,District 5,Axel Brown,Axel,,Brown,,,,Axel Brown,Democratic,,,,,Colorado,Axel Brown,Colorado,2024,Regent of the University of Colorado - Congressional District 5,,47,b2215dc5a73e92c4,,,,,,,
2024,General,Regent of the University of Colorado,District 5,Ken Montera,Ken,,Montera,,,,Ken Montera,Republican,,,,,Colorado,Ken Montera,Colorado,2024,Regent of the University of Colorado - Congressional District 5,,48,0cf97b6b81edf746,,,,,,,
2024,General,State Senator,District 2,Jennifer Brady,Jennifer,,Brady,,,,Jennifer Brady,Democratic,,,,,Colorado,Jennifer Brady,Colorado,2024,State Senator - District 2,,49,1b6b2bd66bffdec7,,,,,,,
2024,General,State Senator,District 2,Timothy Wesley Arvidson,Timothy,Wesley,Arvidson,,,,Timothy Wesley Arvidson,Republican,,,,,Colorado,Timothy Wesley Arvidson,Colorado,2024,State Senator - District 2,,50,195821e57070a6a7,,,,,,,
2024,General,State Senator,District 2,Lisa Frizell,Lisa,,Frizell,,,,Lisa Frizell,Republican,,,,,Colorado,Lisa Frizell,Colorado,2024,State Senator - District 2,,51,8ace1fc94e05ab09,,,,,,,
2024,General,State Senator,District 5,Cole Buerger,Cole,,Buerger,,,,Cole Buerger,Democratic,,,,,Colorado,Cole Buerger,Colorado,2024,State Senator - District 5,,52,493171a82eedac3a,,,,,,,
2024,General,State Senator,District 5,Marc Catlin,Marc,,Catlin,,,,Marc Catlin,Republican,,,,,Colorado,Marc Catlin,Colorado,2024,State Senator - District 5,,53,9b1c5c499eb40097,,,,,,,
2024,General,State Senator,District 6,Vivian Smotherman,Vivian,,Smotherman,,,,Vivian Smotherman,Democratic,,,,,Colorado,Vivian Smotherman,Colorado,2024,State Senator - District 6,,54,9b3031281e847db3,,,,,,,
2024,General,State Senator,District 6,Cleave Alan Simpson,Cleave,Alan,Simpson,,,,Cleave Alan Simpson,Republican,,,,,Colorado,Cleave Alan Simpson,Colorado,2024,State Senator - District 6,,55,0c9aa3643d6fcb1a,,,,,,,
2024,General,State Senator,District 10,Rex Tonkins,Rex,,Tonkins,,,,Rex Tonkins,Republican,,,,,Colorado,Rex Tonkins,Colorado,2024,State Senator - District 10,,56,94f35612523e6061,,,,,,,
2024,General,State Senator,District 10,David Stiver,David,,Stiver,,,,David Stiver,Republican,,,,,Colorado,David Stiver,Colorado,2024,State Senator - District 10,,57,c6eb2bf690c9d1c2,,,,,,,
2024,General,State Senator,District 10,Larry G. Liston,Larry,G.,Liston,,,,Larry G. Liston,Republican,,,,,Colorado,Larry G. Liston,Colorado,2024,State Senator - District 10,,58,e2183bc9f9bed93b,,,,,,,
2024,General,State Senator,District 12,Marc Snyder,Marc,,Snyder,,,,Marc Snyder,Democratic,,,,,Colorado,Marc Snyder,Colorado,2024,State Senator - District 12,,59,f0e22ce9e2f5647a,,,,,,,
2024,General,State Senator,District 12,Adriana Cuva,Adriana,,Cuva,,,,Adriana Cuva,Republican,,,,,Colorado,Adriana Cuva,Colorado,2024,State Senator - District 12,,60,6fc933e91198fee9,,,,,,,
2024,General,State Senator,District 12,Stan VanderWerf,Stan,,VanderWerf,,,,Stan VanderWerf,Republican,,,,,Colorado,Stan VanderWerf,Colorado,2024,State Senator - District 12,,61,7e667997b06fb79d,,,,,,,
2024,General,State Senator,District 13,Matt Johnston,Matt,,Johnston,,,,Matt Johnston,Democratic,,,,,Colorado,Matt Johnston,Colorado,2024,State Senator - District 13,,62,f3480a68b0dd5cd8,,,,,,,
2024,General,State Senator,District 13,Scott Bright,Scott,,Bright,,,,Scott Bright,Republican,,,,,Colorado,Scott Bright,Colorado,2024,State Senator - District 13,,63,1eec0b42ea3251a8,,,,,,,
2024,General,State Senator,District 14,Cathy Kipp,Cathy,,Kipp,,,,Cathy Kipp,Democratic,,,,,Colorado,Cathy Kipp,Colorado,2024,State Senator - District 14,,64,95ac4b85cca4bf86,,,,,,,
2024,General,State Senator,District 14,Phoebe McWilliams,Phoebe,,McWilliams,,,,Phoebe McWilliams,Republican,,,,,Colorado,Phoebe McWilliams,Colorado,2024,State Senator - District 14,,65,f30e3b86e46bb249,,,,,,,
2024,General,State Senator,District 16,Chris Kolker,Chris,,Kolker,,,,Chris Kolker,Democratic,,,,,Colorado,Chris Kolker,Colorado,2024,State Senator - District 16,,66,549b5e17a8ad60d5,,,,,,,
2024,General,State Senator,District 16,Robyn Carnes,Robyn,,Carnes,,,,Robyn Carnes,Republican,,,,,Colorado,Robyn Carnes,Colorado,2024,State Senator - District 16,,67,fe55a3112d448a50,,,,,,,
2024,General,State Senator,District 17,Sonya Jaquez Lewis,Sonya,Jaquez,Lewis,,,,Sonya Jaquez Lewis,Democratic,,,,,Colorado,Sonya Jaquez Lewis,Colorado,2024,State Senator - District 17,,68,e038b94baf571a2a,,,,,,,
2024,General,State Senator,District 17,Tom Van Lone,Tom,Van,Lone,,,,Tom Van Lone,Republican,,,,,Colorado,Tom Van Lone,Colorado,2024,State Senator - District 17,,69,2f0228d5b01b9c4b,,,,,,,
2024,General,State Senator,District 18,Judy Amabile,Judy,,Amabile,,,,Judy Amabile,Democratic,,,,,Colorado,Judy Amabile,Colorado,2024,State Senator - District 18,,70,abb95c8b7db44a64,,,,,,,
2024,General,State Senator,District 18,Jovita Schiffer,Jovita,,Schiffer,,,,Jovita Schiffer,Democratic,,,,,Colorado,Jovita Schiffer,Colorado,2024,State Senator - District 18,,71,e1ad61a932de2f43,,,,,,,
2024,General,State Senator,District 19,Obi Ezeadi,Obi,,Ezeadi,,,,Obi Ezeadi,Democratic,,,,,Colorado,Obi Ezeadi,Colorado,2024,State Senator - District 19,,72,32a0feb2ef99c0f7,,,,,,,
2024,General,State Senator,District 19,Lindsey Daugherty,Lindsey,,Daugherty,,,,Lindsey Daugherty,Democratic,,,,,Colorado,Lindsey Daugherty,Colorado,2024,State Senator - District 19,,73,b4ea0b483dd84e08,,,,,,,
2024,General,State Senator,District 19,Sam Bandimere,Sam,,Bandimere,,,,Sam Bandimere,Republican,,,,,Colorado,Sam Bandimere,Colorado,2024,State Senator - District 19,,74,4c87491d976ed4b5,,,,,,,
2024,General,State Senator,District 21,Dafna Michaelson Jenet,Dafna,Michaelson,Jenet,,,,Dafna Michaelson Jenet,Democratic,,,,,Colorado,Dafna Michaelson Jenet,Colorado,2024,State Senator - District 21,,75,a218c93d7157daaa,,,,,,,
2024,General,State Senator,District 21,Frederick Alfred Jr,Frederick,,Alfred,,Jr,,Frederick Alfred,Republican,,,,,Colorado,Frederick Alfred Jr,Colorado,2024,State Senator - District 21,,76,45c301022e741943,,,,,,,
2024,General,State Senator,District 23,Barb Kirkmeyer,Barb,,Kirkmeyer,,,,Barb Kirkmeyer,Republican,,,,,Colorado,Barb Kirkmeyer,Colorado,2024,State Senator - District 23,,77,c836414d4bcd4785,,,,,,,
2024,General,State Senator,District 23,Natalie Abshier,Natalie,,Abshier,,,,Natalie Abshier,Republican,,,,,Colorado,Natalie Abshier,Colorado,2024,State Senator - District 23,,78,adf8d90c78448d43,,,,,,,
2024,General,State Senator,District 26,Jeff Bridges,Jeff,,Bridges,,,,Jeff Bridges,Democratic,,,,,Colorado,Jeff Bridges,Colorado,2024,State Senator - District 26,,79,3534b48987387a8a,,,,,,,
2024,General,State Senator,District 26,Bob Lane,Bob,,Lane,,,,Bob Lane,Republican,,,,,Colorado,Bob Lane,Colorado,2024,State Senator - District 26,,80,4b0926cb5829b497,,,,,,,
2024,General,State Senator,District 28,Mike Weissman,Mike,,Weissman,,,,Mike Weissman,Democratic,,,,,Colorado,Mike Weissman,Colorado,2024,State Senator - District 28,,81,17ede98f383e8c5c,,,,,,,
2024,General,State Senator,District 28,Idris Keith,Idris,,Keith,,,,Idris Keith,Democratic,,,,,Colorado,Idris Keith,Colorado,2024,State Senator - District 28,,82,5bd6fe716dc8120e,,,,,,,
2024,General,State Senator,District 28,Pedro Espinoza,Pedro,,Espinoza,,,,Pedro Espinoza,Republican,,,,,Colorado,Pedro Espinoza,Colorado,2024,State Senator - District 28,,83,3ee6bded7185066a,,,,,,,
2024,General,State Senator,District 29,Janet Buckner,Janet,,Buckner,,,,Janet Buckner,Democratic,,,,,Colorado,Janet Buckner,Colorado,2024,State Senator - District 29,,84,04e5dbab88fb1a61,,,,,,,
2024,General,State Senator,District 29,Robert Tate,Robert,,Tate,,,,Robert Tate,Republican,,,,,Colorado,Robert Tate,Colorado,2024,State Senator - District 29,,85,19960236b7fe946b,,,,,,,
2024,General,State Senator,District 31,Chris Hansen,Chris,,Hansen,,,,Chris Hansen,Democratic,,,,,Colorado,Chris Hansen,Colorado,2024,State Senator - District 31,,86,58942977527f8dc5,,,,,,,
2024,General,State Senator,District 33,James Coleman,James,,Coleman,,,,James Coleman,Democratic,,,,,Colorado,James Coleman,Colorado,2024,State Senator - District 33,,87,9ebcde0152db40d2,,,,,,,
2024,General,State Senator,District 33,Max Minnig,Max,,Minnig,,,,Max Minnig,Republican,,,,,Colorado,Max Minnig,Colorado,2024,State Senator - District 33,,88,1d382e5875114f6e,,,,,,,
2024,General,State Representative,District 1,Javier Mabrey,Javier,,Mabrey,,,,Javier Mabrey,Democratic,,,,,Colorado,Javier Mabrey,Colorado,2024,State Representative - District 1,,89,0e3602de5c88bc93,,,,,,,
2024,General,State Representative,District 1,Barbara DeHaan,Barbara,,DeHaan,,,,Barbara DeHaan,Republican,,,,,Colorado,Barbara DeHaan,Colorado,2024,State Representative - District 1,,90,ada80190cca813b8,,,,,,,
2024,General,State Representative,District 2,Steven Woodrow,Steven,,Woodrow,,,,Steven Woodrow,Democratic,,,,,Colorado,Steven Woodrow,Colorado,2024,State Representative - District 2,,91,c90e95056f5e13b2,,,,,,,
2024,General,State Representative,District 2,Michael F. DiManna,Michael,F.,DiManna,,,,Michael F. DiManna,Republican,,,,,Colorado,Michael F. DiManna,Colorado,2024,State Representative - District 2,,92,ebae6c30c3ea88d6,,,,,,,
2024,General,State Representative,District 3,Meg Froelich,Meg,,Froelich,,,,Meg Froelich,Democratic,,,,,Colorado,Meg Froelich,Colorado,2024,State Representative - District 3,,93,b93a024ebb804631,,,,,,,
2024,General,State Representative,District 3,Mickey Neal,Mickey,,Neal,,,,Mickey Neal,Republican,,,,,Colorado,Mickey Neal,Colorado,2024,State Representative - District 3,,94,836a322ba30eb513,,,,,,,
2024,General,State Representative,District 4,Timothy Mariano Hernández,Timothy,Mariano,Hernández,,,,Timothy Mariano Hernández,Democratic,,,,,Colorado,Timothy Mariano Hernández,Colorado,2024,State Representative - District 4,,95,31b20e731489ca99,,,,,,,
2024,General,State Representative,District 4,Cecelia Espenoza,Cecelia,,Espenoza,,,,Cecelia Espenoza,Democratic,,,,,Colorado,Cecelia Espenoza,Colorado,2024,State Representative - District 4,,96,3693c1e239830e5c,,,,,,,
2024,General,State Representative,District 4,Jack Daus,Jack,,Daus,,,,Jack Daus,Republican,,,,,Colorado,Jack Daus,Colorado,2024,State Representative - District 4,,97,8236d57f26e8af91,,,,,,,
2024,General,State Representative,District 5,Alex Valdez,Alex,,Valdez,,,,Alex Valdez,Democratic,,,,,Colorado,Alex Valdez,Colorado,2024,State Representative - District 5,,98,8df8622e84ddc884,,,,,,,
2024,General,State Representative,District 5,Johnnie Wesley Johnson,Johnnie,Wesley,Johnson,,,,Johnnie Wesley Johnson,Republican,,,,,Colorado,Johnnie Wesley Johnson,Colorado,2024,State Representative - District 5,,99,471507619f7d8370,,,,,,,
2024,General,State Representative,District 6,Sean Camacho,Sean,,Camacho,,,,Sean Camacho,Democratic,,,,,Colorado,Sean Camacho,Colorado,2024,State Representative - District 6,,100,3eb3bce87ae5f142,,,,,,,
2024,General,State Representative,District 6,Elisabeth Epps,Elisabeth,,Epps,,,,Elisabeth Epps,Democratic,,,,,Colorado,Elisabeth Epps,Colorado,2024,State Representative - District 6,,101,75fe131d5c9442cd,,,,,,,
2024,General,State Representative,District 6,Kyle Witter,Kyle,,Witter,,,,Kyle Witter,Republican,,,,,Colorado,Kyle Witter,Colorado,2024,State Representative - District 6,,102,70f1d21920c591fa,,,,,,,
2024,General,State Representative,District 7,Jennifer Bacon,Jennifer,,Bacon,,,,Jennifer Bacon,Democratic,,,,,Colorado,Jennifer Bacon,Colorado,2024,State Representative - District 7,,103,12d3ecec3313ddef,,,,,,,
2024,General,State Representative,District 7,Tom Swift,Tom,,Swift,,,,Tom Swift,Republican,,,,,Colorado,Tom Swift,Colorado,2024,State Representative - District 7,,104,73a0dc9a1f31bb55,,,,,,,
2024,General,State Representative,District 8,Lindsay Gilchrist,Lindsay,,Gilchrist,,,,Lindsay Gilchrist,Democratic,,,,,Colorado,Lindsay Gilchrist,Colorado,2024,State Representative - District 8,,105,12b6e6a5b17fe78b,,,,,,,
2024,General,State Representative,District 8,Philip Borrelli,Philip,,Borrelli,,,,Philip Borrelli,Republican,,,,,Colorado,Philip Borrelli,Colorado,2024,State Representative - District 8,,106,d2629e2c992a9542,,,,,,,
2024,General,State Representative,District 9,Emily Sirota,Emily,,Sirota,,,,Emily Sirota,Democratic,,,,,Colorado,Emily Sirota,Colorado,2024,State Representative - District 9,,107,d5c5b50ef8482028,,,,,,,
2024,General,State Representative,District 9,Tom Cowhick,Tom,,Cowhick,,,,Tom Cowhick,Republican,,,,,Colorado,Tom Cowhick,Colorado,2024,State Representative - District 9,,108,79b48356f4f9d942,,,,,,,
2024,General,State Representative,District 10,Junie Joseph,Junie,,Joseph,,,,Junie Joseph,Democratic,,,,,Colorado,Junie Joseph,Colorado,2024,State Representative - District 10,,109,c5c878cd37781c2e,,,,,,,
2024,General,State Representative,District 10,Tina Mueh,Tina,,Mueh,,,,Tina Mueh,Democratic,,,,,Colorado,Tina Mueh,Colorado,2024,State Representative - District 10,,110,5e5ca4e3fa49be8c,,,,,,,
2024,General,State Representative,District 10,William B. DeOreo,William,B.,DeOreo,,,,William B. DeOreo,Republican,,,,,Colorado,William B. DeOreo,Colorado,2024,State Representative - District 10,,111,dbdf5571a4661eca,,,,,,,
2024,General,State Representative,District 11,Karen McCormick,Karen,,McCormick,,,,Karen McCormick,Democratic,,,,,Colorado,Karen McCormick,Colorado,2024,State Representative - District 11,,112,c701802c5cdfeb63,,,,,,,
2024,General,State Representative,District 11,Kathy Reeves,Kathy,,Reeves,,,,Kathy Reeves,Republican,,,,,Colorado,Kathy Reeves,Colorado,2024,State Representative - District 11,,113,5c47aff203cbdecc,,,,,,,
2024,General,State Representative,District 11,Terri Goon,Terri,,Goon,,,,Terri Goon,Republican,,,,,Colorado,Terri Goon,Colorado,2024,State Representative - District 11,,114,987d664c90a4a001,,,,,,,
2024,General,State Representative,District 12,Kyle Brown,Kyle,,Brown,,,,Kyle Brown,Democratic,,,,,Colorado,Kyle Brown,Colorado,2024,State Representative - District 12,,115,52460dfec9b05eae,,,,,,,
2024,General,State Representative,District 12,Robert Mahler,Robert,,Mahler,,,,Robert Mahler,Republican,,,,,Colorado,Robert Mahler,Colorado,2024,State Representative - District 12,,116,cb347d4ca9351e81,,,,,,,
2024,General,State Representative,District 12,Mark Milliman,Mark,,Milliman,,,,Mark Milliman,Republican,,,,,Colorado,Mark Milliman,Colorado,2024,State Representative - District 12,,117,6bd248201b5083e3,,,,,,,
2024,General,State Representative,District 13,Julie McCluskie,Julie,,McCluskie,,,,Julie McCluskie,Democratic,,,,,Colorado,Julie McCluskie,Colorado,2024,State Representative - District 13,,118,8aed805cb2c51997,,,,,,,
2024,General,State Representative,District 13,Dave Williams,Dave,,Williams,,,,Dave Williams,Republican,,,,,Colorado,Dave Williams,Colorado,2024,State Representative - District 13,,119,c73a01ecce3e66fd,,,,,,,
2024,General,State Representative,District 14,"Katherine ""Kat"" Gayle",Katherine,,Gayle,,,Kat,Katherine Gayle,Democratic,,,,,Colorado,"Katherine ""Kat"" Gayle",Colorado,2024,State Representative - District 14,,120,8313432b8f08a4cc,,,,,,,
2024,General,State Representative,District 14,Rose Pugliese,Rose,,Pugliese,,,,Rose Pugliese,Republican,,,,,Colorado,Rose Pugliese,Colorado,2024,State Representative - District 14,,121,1fbcc7bf0df57b8c,,,,,,,
2024,General,State Representative,District 15,Jeff K. Livingston,Jeff,K.,Livingston,,,,Jeff K. Livingston,Democratic,,,,,Colorado,Jeff K. Livingston,Colorado,2024,State Representative - District 15,,122,1d9be1db4ef7cf19,,,,,,,
