election_year,election_type,office,district,candidate_name,first_name,middle_name,last_name,prefix,suffix,nickname,full_name_display,party,phone,email,address,website,state,original_name,original_state,original_election_year,original_office,original_filing_date,id,stable_id,county,city,zip_code,filing_date,election_date,facebook,twitter
2024,General,US Representative,District 4.0,Ike McCorkle,Ike,,McCorkle,,,,Ike McCorkle,Democratic,,,,,Colorado,Ike McCorkle,Colorado,2024,Representative to the 119th United States Congress - District 4,,14,de7c2c9f185508e4,,,,,,,
2024,General,US Representative,District 4.0,Lauren Boebert,Lauren,,Boebert,,,,Lauren Boebert,Republican,,,,,Colorado,Lauren Boebert,Colorado,2024,Representative to the 119th United States Congress - District 4,,15,b3baa33f6377ea70,,,,,,,
2024,General,US Representative,District 4.0,Richard Holtorf,Richard,,Holtorf,,,,Richard Holtorf,Republican,,,,,Colorado,Richard Holtorf,Colorado,2024,Representative to the 119th United States Congress - District 4,,16,d45b5f3a35af58c9,,,,,,,
2024,General,US Representative,District 4.0,Mike Lynch,Mike,,Lynch,,,,Mike Lynch,Republican,,,,,Colorado,Mike Lynch,Colorado,2024,Representative to the 119th United States Congress - District 4,,17,f82ffa81b422d024,,,,,,,
2024,General,US Representative,District 4.0,Deborah Flora,Deborah,,Flora,,,,Deborah Flora,Republican,,,,,Colorado,Deborah Flora,Colorado,2024,Representative to the 119th United States Congress - District 4,,18,e1316f2716d6de72,,,,,,,
2024,General,US Representative,District 4.0,Jerry Sonnenberg,Jerry,,Sonnenberg,,,,Jerry Sonnenberg,Republican,,,,,Colorado,Jerry Sonnenberg,Colorado,2024,Representative to the 119th United States Congress - District 4,,19,9352e76eeda34447,,,,,,,
2024,General,US Representative,District 4.0,Peter Yu,Peter,,Yu,,,,Peter Yu,Republican,,,,,Colorado,Peter Yu,Colorado,2024,Representative to the 119th United States Congress - District 4,,20,5067c2cfa8219dfa,,,,,,,
2024,General,US Representative,District 5.0,River Gassen,River,,Gassen,,,,River Gassen,Democratic,,,,,Colorado,River Gassen,Colorado,2024,Representative to the 119th United States Congress - District 5,,21,687dfd988c34c5ea,,,,,,,
2024,General,US Representative,District 5.0,Joe Reagan,Joe,,Reagan,,,,Joe Reagan,Democratic,,,,,Colorado,Joe Reagan,Colorado,2024,Representative to the 119th United States Congress - District 5,,22,5d0db6c99e32db06,,,,,,,
2024,General,US Representative,District 5.0,Dave Williams,Dave,,Williams,,,,Dave Williams,Republican,,,,,Colorado,Dave Williams,Colorado,2024,Representative to the 119th United States Congress - District 5,,23,617654751692061c,,,,,,,
2024,General,US Representative,District 5.0,Jeff Crank,Jeff,,Crank,,,,Jeff Crank,Republican,,,,,Colorado,Jeff Crank,Colorado,2024,Representative to the 119th United States Congress - District 5,,24,c2cb77f8ae065999,,,,,,,
2024,General,US Representative,District 6.0,Jason Crow,Jason,,Crow,,,,Jason Crow,Democratic,,,,,Colorado,Jason Crow,Colorado,2024,Representative to the 119th United States Congress - District 6,,25,9b62dd57f4187636,,,,,,,
2024,General,US Representative,District 6.0,John E. Fabbricatore,John,E.,Fabbricatore,,,,John E. Fabbricatore,Republican,,,,,Colorado,John E. Fabbricatore,Colorado,2024,Representative to the 119th United States Congress - District 6,,26,669d16f175d4ac62,,,,,,,
2024,General,US Representative,District 7.0,Brittany Pettersen,Brittany,,Pettersen,,,,Brittany Pettersen,Democratic,,,,,Colorado,Brittany Pettersen,Colorado,2024,Representative to the 119th United States Congress - District 7,,27,491543bed77263dc,,,,,,,
2024,General,US Representative,District 7.0,Sergei Matveyuk,Sergei,,Matveyuk,,,,Sergei Matveyuk,Republican,,,,,Colorado,Sergei Matveyuk,Colorado,2024,Representative to the 119th United States Congress - District 7,,28,5134bbbdeb9d18d5,,,,,,,
2024,General,US Representative,District 8.0,Yadira Caraveo,Yadira,,Caraveo,,,,Yadira Caraveo,Democratic,,,,,Colorado,Yadira Caraveo,Colorado,2024,Representative to the 119th United States Congress - District 8,,29,ea1945fde8896f73,,,,,,,
2024,General,US Representative,District 8.0,Gabe Evans,Gabe,,Evans,,,,Gabe Evans,Republican,,,,,Colorado,Gabe Evans,Colorado,2024,Representative to the 119th United States Congress - District 8,,30,a21531038e1accb3,,,,,,,
2024,General,US Representative,District 8.0,Janak Joshi,Janak,,Joshi,,,,Janak Joshi,Republican,,,,,Colorado,Janak Joshi,Colorado,2024,Representative to the 119th United States Congress - District 8,,31,3ced083778e224f8,,,,,,,
2024,General,State Board of Education Member,District 2.0,Kathy Gebhardt,Kathy,,Gebhardt,,,,Kathy Gebhardt,Democratic,,,,,Colorado,Kathy Gebhardt,Colorado,2024,State Board of Education Member - Congressional District 2,,32,8dde3310c777744e,,,,,,,
2024,General,State Board of Education Member,District 2.0,Marisol Lynda Rodriguez,Marisol,Lynda,Rodriguez,,,,Marisol Lynda Rodriguez,Democratic,,,,,Colorado,Marisol Lynda Rodriguez,Colorado,2024,State Board of Education Member - Congressional District 2,,33,3413e2975a4ec539,,,,,,,
2024,General,State Board of Education Member,District 3.0,Ellen Angeles,Ellen,,Angeles,,,,Ellen Angeles,Democratic,,,,,Colorado,Ellen Angeles,Colorado,2024,State Board of Education Member - Congressional District 3,,34,3947d25c7e99a396,,,,,,,
2024,General,State Board of Education Member,District 3.0,Sherri M Wright,Sherri,M,Wright,,,,Sherri M Wright,Republican,,,,,Colorado,Sherri M Wright,Colorado,2024,State Board of Education Member - Congressional District 3,,35,3471591cd98bd553,,,,,,,
2024,General,State Board of Education Member,District 4.0,Krista Holtzmann,Krista,,Holtzmann,,,,Krista Holtzmann,Democratic,,,,,Colorado,Krista Holtzmann,Colorado,2024,State Board of Education Member - Congressional District 4,,36,9a412a799c9f079e,,,,,,,
2024,General,State Board of Education Member,District 4.0,"Kristi ""KBB"" Burton Brown",Kristi,Burton,Brown,,,KBB,Kristi Burton Brown,Republican,,,,,Colorado,"Kristi ""KBB"" Burton Brown",Colorado,2024,State Board of Education Member - Congressional District 4,,37,804e1696285ba485,,,,,,,
2024,General,State Board of Education Member,District 4.0,Saundra Larsen,Saundra,,Larsen,,,,Saundra Larsen,Republican,,,,,Colorado,Saundra Larsen,Colorado,2024,State Board of Education Member - Congressional District 4,,38,6963dcb6598230f7,,,,,,,
2024,General,State Board of Education Member,District 8.0,Rhonda Solis,Rhonda,,Solis,,,,Rhonda Solis,Democratic,,,,,Colorado,Rhonda Solis,Colorado,2024,State Board of Education Member - Congressional District 8,,39,a85b786ec41d6b0b,,,,,,,
2024,General,State Board of Education Member,District 8.0,Yazmin Navarro,Yazmin,,Navarro,,,,Yazmin Navarro,Republican,,,,,Colorado,Yazmin Navarro,Colorado,2024,State Board of Education Member - Congressional District 8,,40,493decf14f5001bd,,,,,,,
2024,General,Regent of the University of Colorado,,Elliott Hood,Elliott,,Hood,,,,Elliott Hood,Democratic,,,,,Colorado,Elliott Hood,Colorado,2024,Regent of the University of Colorado - At Large,,41,19e7a52331fc153a,,,,,,,
2024,General,Regent of the University of Colorado,,"Charles ""CJ"" Johnson",Charles,,Johnson,,,CJ,Charles Johnson,Democratic,,,,,Colorado,"Charles ""CJ"" Johnson",Colorado,2024,Regent of the University of Colorado - At Large,,42,b68e2df43276a794,,,,,,,
2024,General,Regent of the University of Colorado,,Eric Rinard,Eric,,Rinard,,,,Eric Rinard,Republican,,,,,Colorado,Eric Rinard,Colorado,2024,Regent of the University of Colorado - At Large,,43,aee5de8c1bc00029,,,,,,,
2024,General,Regent of the University of Colorado,District 3.0,Robert B. Logan,Robert,B.,Logan,,,,Robert B. Logan,Democratic,,,,,Colorado,Robert B. Logan,Colorado,2024,Regent of the University of Colorado - Congressional District 3,,44,e4917d985f23f054,,,,,,,
2024,General,Regent of the University of Colorado,District 3.0,Kristine Sposato,Kristine,,Sposato,,,,Kristine Sposato,Republican,,,,,Colorado,Kristine Sposato,Colorado,2024,Regent of the University of Colorado - Congressional District 3,,45,3ed6a1c464ed5abd,,,,,,,
2024,General,Regent of the University of Colorado,District 3.0,Ray Scott,Ray,,Scott,,,,Ray Scott,Republican,,,,,Colorado,Ray Scott,Colorado,2024,Regent of the University of Colorado - Congressional District 3,,46,5db091b4ffee6813,,,,,,,
2024,General,Regent of the University of Colorado,District 5.0,Axel Brown,Axel,,Brown,,,,Axel Brown,Democratic,,,,,Colorado,Axel Brown,Colorado,2024,Regent of the University of Colorado - Congressional District 5,,47,847697661ba91923,,,,,,,
2024,General,Regent of the University of Colorado,District 5.0,Ken Montera,Ken,,Montera,,,,Ken Montera,Republican,,,,,Colorado,Ken Montera,Colorado,2024,Regent of the University of Colorado - Congressional District 5,,48,068287f949326b01,,,,,,,
2024,General,State Senator,District 2.0,Jennifer Brady,Jennifer,,Brady,,,,Jennifer Brady,Democratic,,,,,Colorado,Jennifer Brady,Colorado,2024,State Senator - District 2,,49,433c27168afe9dfd,,,,,,,
2024,General,State Senator,District 2.0,Timothy Wesley Arvidson,Timothy,Wesley,Arvidson,,,,Timothy Wesley Arvidson,Republican,,,,,Colorado,Timothy Wesley Arvidson,Colorado,2024,State Senator - District 2,,50,547be4c968318c78,,,,,,,
2024,General,State Senator,District 2.0,Lisa Frizell,Lisa,,Frizell,,,,Lisa Frizell,Republican,,,,,Colorado,Lisa Frizell,Colorado,2024,State Senator - District 2,,51,7290d4f93a140463,,,,,,,
2024,General,State Senator,District 5.0,Cole Buerger,Cole,,Buerger,,,,Cole Buerger,Democratic,,,,,Colorado,Cole Buerger,Colorado,2024,State Senator - District 5,,52,583d9949477e9ece,,,,,,,
2024,General,State Senator,District 5.0,Marc Catlin,Marc,,Catlin,,,,Marc Catlin,Republican,,,,,Colorado,Marc Catlin,Colorado,2024,State Senator - District 5,,53,1e7e6c2c5075bd2b,,,,,,,
2024,General,State Senator,District 6.0,Vivian Smotherman,Vivian,,Smotherman,,,,Vivian Smotherman,Democratic,,,,,Colorado,Vivian Smotherman,Colorado,2024,State Senator - District 6,,54,83f7135b56e3ea4f,,,,,,,
2024,General,State Senator,District 6.0,Cleave Alan Simpson,Cleave,Alan,Simpson,,,,Cleave Alan Simpson,Republican,,,,,Colorado,Cleave Alan Simpson,Colorado,2024,State Senator - District 6,,55,d2ed06369dc4599e,,,,,,,
2024,General,State Senator,District 10.0,Rex Tonkins,Rex,,Tonkins,,,,Rex Tonkins,Republican,,,,,Colorado,Rex Tonkins,Colorado,2024,State Senator - District 10,,56,768ef8f4ba8d95df,,,,,,,
2024,General,State Senator,District 10.0,David Stiver,David,,Stiver,,,,David Stiver,Republican,,,,,Colorado,David Stiver,Colorado,2024,State Senator - District 10,,57,3024a4fac2f7bfb4,,,,,,,
2024,General,State Senator,District 10.0,Larry G. Liston,Larry,G.,Liston,,,,Larry G. Liston,Republican,,,,,Colorado,Larry G. Liston,Colorado,2024,State Senator - District 10,,58,b934e2be895ef0fe,,,,,,,
2024,General,State Senator,District 12.0,Marc Snyder,Marc,,Snyder,,,,Marc Snyder,Democratic,,,,,Colorado,Marc Snyder,Colorado,2024,State Senator - District 12,,59,eab030150c2de463,,,,,,,
2024,General,State Senator,District 12.0,Adriana Cuva,Adriana,,Cuva,,,,Adriana Cuva,Republican,,,,,Colorado,Adriana Cuva,Colorado,2024,State Senator - District 12,,60,81eb87e6147cea41,,,,,,,
2024,General,State Senator,District 12.0,Stan VanderWerf,Stan,,VanderWerf,,,,Stan VanderWerf,Republican,,,,,Colorado,Stan VanderWerf,Colorado,2024,State Senator - District 12,,61,b56d06007f5be64c,,,,,,,
2024,General,State Senator,District 13.0,Matt Johnston,Matt,,Johnston,,,,Matt Johnston,Democratic,,,,,Colorado,Matt Johnston,Colorado,2024,State Senator - District 13,,62,b19c7fb03fb757f9,,,,,,,
2024,General,State Senator,District 13.0,Scott Bright,Scott,,Bright,,,,Scott Bright,Republican,,,,,Colorado,Scott Bright,Colorado,2024,State Senator - District 13,,63,446a2ac32d6b9bf0,,,,,,,
2024,General,State Senator,District 14.0,Cathy Kipp,Cathy,,Kipp,,,,Cathy Kipp,Democratic,,,,,Colorado,Cathy Kipp,Colorado,2024,State Senator - District 14,,64,c2a6fab5dda5d91e,,,,,,,
2024,General,State Senator,District 14.0,Phoebe McWilliams,Phoebe,,McWilliams,,,,Phoebe McWilliams,Republican,,,,,Colorado,Phoebe McWilliams,Colorado,2024,State Senator - District 14,,65,48ef47d5306aae32,,,,,,,
2024,General,State Senator,District 16.0,Chris Kolker,Chris,,Kolker,,,,Chris Kolker,Democratic,,,,,Colorado,Chris Kolker,Colorado,2024,State Senator - District 16,,66,8a535d0db2acaf1f,,,,,,,
2024,General,State Senator,District 16.0,Robyn Carnes,Robyn,,Carnes,,,,Robyn Carnes,Republican,,,,,Colorado,Robyn Carnes,Colorado,2024,State Senator - District 16,,67,249771e26d6efe57,,,,,,,
2024,General,State Senator,District 17.0,Sonya Jaquez Lewis,Sonya,Jaquez,Lewis,,,,Sonya Jaquez Lewis,Democratic,,,,,Colorado,Sonya Jaquez Lewis,Colorado,2024,State Senator - District 17,,68,a6370f4554397992,,,,,,,
2024,General,State Senator,District 17.0,Tom Van Lone,Tom,Van,Lone,,,,Tom Van Lone,Republican,,,,,Colorado,Tom Van Lone,Colorado,2024,State Senator - District 17,,69,30a4440175ab9848,,,,,,,
2024,General,State Senator,District 18.0,Judy Amabile,Judy,,Amabile,,,,Judy Amabile,Democratic,,,,,Colorado,Judy Amabile,Colorado,2024,State Senator - District 18,,70,15388f48b9c9e423,,,,,,,
2024,General,State Senator,District 18.0,Jovita Schiffer,Jovita,,Schiffer,,,,Jovita Schiffer,Democratic,,,,,Colorado,Jovita Schiffer,Colorado,2024,State Senator - District 18,,71,a286d6369b2c2876,,,,,,,
2024,General,State Senator,District 19.0,Obi Ezeadi,Obi,,Ezeadi,,,,Obi Ezeadi,Democratic,,,,,Colorado,Obi Ezeadi,Colorado,2024,State Senator - District 19,,72,0277599a3e211259,,,,,,,
2024,General,State Senator,District 19.0,Lindsey Daugherty,Lindsey,,Daugherty,,,,Lindsey Daugherty,Democratic,,,,,Colorado,Lindsey Daugherty,Colorado,2024,State Senator - District 19,,73,29b84b7672021b85,,,,,,,
2024,General,State Senator,District 19.0,Sam Bandimere,Sam,,Bandimere,,,,Sam Bandimere,Republican,,,,,Colorado,Sam Bandimere,Colorado,2024,State Senator - District 19,,74,7c7861766063fe83,,,,,,,
2024,General,State Senator,District 21.0,Dafna Michaelson Jenet,Dafna,Michaelson,Jenet,,,,Dafna Michaelson Jenet,Democratic,,,,,Colorado,Dafna Michaelson Jenet,Colorado,2024,State Senator - District 21,,75,fe49dcdaab8f085f,,,,,,,
2024,General,State Senator,District 21.0,Frederick Alfred Jr,Frederick,,Alfred,,Jr,,Frederick Alfred,Republican,,,,,Colorado,Frederick Alfred Jr,Colorado,2024,State Senator - District 21,,76,ac59fc2fbab3f308,,,,,,,
2024,General,State Senator,District 23.0,Barb Kirkmeyer,Barb,,Kirkmeyer,,,,Barb Kirkmeyer,Republican,,,,,Colorado,Barb Kirkmeyer,Colorado,2024,State Senator - District 23,,77,70178e2b6c4b83b3,,,,,,,
2024,General,State Senator,District 23.0,Natalie Abshier,Natalie,,Abshier,,,,Natalie Abshier,Republican,,,,,Colorado,Natalie Abshier,Colorado,2024,State Senator - District 23,,78,7d0cf58b9988f079,,,,,,,
2024,General,State Senator,District 26.0,Jeff Bridges,Jeff,,Bridges,,,,Jeff Bridges,Democratic,,,,,Colorado,Jeff Bridges,Colorado,2024,State Senator - District 26,,79,77eddb5b1e647a55,,,,,,,
2024,General,State Senator,District 26.0,Bob Lane,Bob,,Lane,,,,Bob Lane,Republican,,,,,Colorado,Bob Lane,Colorado,2024,State Senator - District 26,,80,ab3d3d6d4306164d,,,,,,,
2024,General,State Senator,District 28.0,Mike Weissman,Mike,,Weissman,,,,Mike Weissman,Democratic,,,,,Colorado,Mike Weissman,Colorado,2024,State Senator - District 28,,81,7ee8d9c061ad0e46,,,,,,,
2024,General,State Senator,District 28.0,Idris Keith,Idris,,Keith,,,,Idris Keith,Democratic,,,,,Colorado,Idris Keith,Colorado,2024,State Senator - District 28,,82,abf9894085c31c02,,,,,,,
2024,General,State Senator,District 28.0,Pedro Espinoza,Pedro,,Espinoza,,,,Pedro Espinoza,Republican,,,,,Colorado,Pedro Espinoza,Colorado,2024,State Senator - District 28,,83,65056fbd11f5ed05,,,,,,,
2024,General,State Senator,District 29.0,Janet Buckner,Janet,,Buckner,,,,Janet Buckner,Democratic,,,,,Colorado,Janet Buckner,Colorado,2024,State Senator - District 29,,84,201c7d0d71eb6ebd,,,,,,,
2024,General,State Senator,District 29.0,Robert Tate,Robert,,Tate,,,,Robert Tate,Republican,,,,,Colorado,Robert Tate,Colorado,2024,State Senator - District 29,,85,cd8df400cd303b7c,,,,,,,
2024,General,State Senator,District 31.0,Chris Hansen,Chris,,Hansen,,,,Chris Hansen,Democratic,,,,,Colorado,Chris Hansen,Colorado,2024,State Senator - District 31,,86,1c2e32a6f546fc88,,,,,,,
2024,General,State Senator,District 33.0,James Coleman,James,,Coleman,,,,James Coleman,Democratic,,,,,Colorado,James Coleman,Colorado,2024,State Senator - District 33,,87,fde2a51cca5a8e10,,,,,,,
2024,General,State Senator,District 33.0,Max Minnig,Max,,Minnig,,,,Max Minnig,Republican,,,,,Colorado,Max Minnig,Colorado,2024,State Senator - District 33,,88,52efa63cfb03e28a,,,,,,,
2024,General,State Representative,District 1.0,Javier Mabrey,Javier,,Mabrey,,,,Javier Mabrey,Democratic,,,,,Colorado,Javier Mabrey,Colorado,2024,State Representative - District 1,,89,021ccc0f89fd4d0e,,,,,,,
2024,General,State Representative,District 1.0,Barbara DeHaan,Barbara,,DeHaan,,,,Barbara DeHaan,Republican,,,,,Colorado,Barbara DeHaan,Colorado,2024,State Representative - District 1,,90,a6d329cf37a11f37,,,,,,,
2024,General,State Representative,District 2.0,Steven Woodrow,Steven,,Woodrow,,,,Steven Woodrow,Democratic,,,,,Colorado,Steven Woodrow,Colorado,2024,State Representative - District 2,,91,55e3032599df70a3,,,,,,,
2024,General,State Representative,District 2.0,Michael F. DiManna,Michael,F.,DiManna,,,,Michael F. DiManna,Republican,,,,,Colorado,Michael F. DiManna,Colorado,2024,State Representative - District 2,,92,90185a3d8895a296,,,,,,,
2024,General,State Representative,District 3.0,Meg Froelich,Meg,,Froelich,,,,Meg Froelich,Democratic,,,,,Colorado,Meg Froelich,Colorado,2024,State Representative - District 3,,93,20c61fecb62ef6ea,,,,,,,
2024,General,State Representative,District 3.0,Mickey Neal,Mickey,,Neal,,,,Mickey Neal,Republican,,,,,Colorado,Mickey Neal,Colorado,2024,State Representative - District 3,,94,1f50f393f71fd2f4,,,,,,,
2024,General,State Representative,District 4.0,Timothy Mariano Hernández,Timothy,Mariano,Hernández,,,,Timothy Mariano Hernández,Democratic,,,,,Colorado,Timothy Mariano Hernández,Colorado,2024,State Representative - District 4,,95,21987929e527b0d4,,,,,,,
2024,General,State Representative,District 4.0,Cecelia Espenoza,Cecelia,,Espenoza,,,,Cecelia Espenoza,Democratic,,,,,Colorado,Cecelia Espenoza,Colorado,2024,State Representative - District 4,,96,17756c0c7f4ea9b9,,,,,,,
2024,General,State Representative,District 4.0,Jack Daus,Jack,,Daus,,,,Jack Daus,Republican,,,,,Colorado,Jack Daus,Colorado,2024,State Representative - District 4,,97,779c2e456655e93c,,,,,,,
2024,General,State Representative,District 5.0,Alex Valdez,Alex,,Valdez,,,,Alex Valdez,Democratic,,,,,Colorado,Alex Valdez,Colorado,2024,State Representative - District 5,,98,c9a17aaccdff092f,,,,,,,
2024,General,State Representative,District 5.0,Johnnie Wesley Johnson,Johnnie,Wesley,Johnson,,,,Johnnie Wesley Johnson,Republican,,,,,Colorado,Johnnie Wesley Johnson,Colorado,2024,State Representative - District 5,,99,5498902fb8f42676,,,,,,,
2024,General,State Representative,District 6.0,Sean Camacho,Sean,,Camacho,,,,Sean Camacho,Democratic,,,,,Colorado,Sean Camacho,Colorado,2024,State Representative - District 6,,100,c9ec4a25f88ea7c7,,,,,,,
2024,General,State Representative,District 6.0,Elisabeth Epps,Elisabeth,,Epps,,,,Elisabeth Epps,Democratic,,,,,Colorado,Elisabeth Epps,Colorado,2024,State Representative - District 6,,101,c6620487ebc78e85,,,,,,,
2024,General,State Representative,District 6.0,Kyle Witter,Kyle,,Witter,,,,Kyle Witter,Republican,,,,,Colorado,Kyle Witter,Colorado,2024,State Representative - District 6,,102,c956dd800130a4de,,,,,,,
2024,General,State Representative,District 7.0,Jennifer Bacon,Jennifer,,Bacon,,,,Jennifer Bacon,Democratic,,,,,Colorado,Jennifer Bacon,Colorado,2024,State Representative - District 7,,103,e2794709e251d233,,,,,,,
2024,General,State Representative,District 7.0,Tom Swift,Tom,,Swift,,,,Tom Swift,Republican,,,,,Colorado,Tom Swift,Colorado,2024,State Representative - District 7,,104,4243c147c7760288,,,,,,,
2024,General,State Representative,District 8.0,Lindsay Gilchrist,Lindsay,,Gilchrist,,,,Lindsay Gilchrist,Democratic,,,,,Colorado,Lindsay Gilchrist,Colorado,2024,State Representative - District 8,,105,d1608d72d312253e,,,,,,,
2024,General,State Representative,District 8.0,Philip Borrelli,Philip,,Borrelli,,,,Philip Borrelli,Republican,,,,,Colorado,Philip Borrelli,Colorado,2024,State Representative - District 8,,106,c39912b7958f052f,,,,,,,
2024,General,State Representative,District 9.0,Emily Sirota,Emily,,Sirota,,,,Emily Sirota,Democratic,,,,,Colorado,Emily Sirota,Colorado,2024,State Representative - District 9,,107,d6b24e635789be3f,,,,,,,
2024,General,State Representative,District 9.0,Tom Cowhick,Tom,,Cowhick,,,,Tom Cowhick,Republican,,,,,Colorado,Tom Cowhick,Colorado,2024,State Representative - District 9,,108,a04241bff949ec47,,,,,,,
2024,General,State Representative,District 10.0,Junie Joseph,Junie,,Joseph,,,,Junie Joseph,Democratic,,,,,Colorado,Junie Joseph,Colorado,2024,State Representative - District 10,,109,f89714e40bfb2223,,,,,,,
2024,General,State Representative,District 10.0,Tina Mueh,Tina,,Mueh,,,,Tina Mueh,Democratic,,,,,Colorado,Tina Mueh,Colorado,2024,State Representative - District 10,,110,4455e7e33b91d43d,,,,,,,
2024,General,State Representative,District 10.0,William B. DeOreo,William,B.,DeOreo,,,,William B. DeOreo,Republican,,,,,Colorado,William B. DeOreo,Colorado,2024,State Representative - District 10,,111,a331499ec847e07b,,,,,,,
2024,General,State Representative,District 11.0,Karen McCormick,Karen,,McCormick,,,,Karen McCormick,Democratic,,,,,Colorado,Karen McCormick,Colorado,2024,State Representative - District 11,,112,afe9beef9d73417d,,,,,,,
2024,General,State Representative,District 11.0,Kathy Reeves,Kathy,,Reeves,,,,Kathy Reeves,Republican,,,,,Colorado,Kathy Reeves,Colorado,2024,State Representative - District 11,,113,2679f54f8b91f658,,,,,,,
2024,General,State Representative,District 11.0,Terri Goon,Terri,,Goon,,,,Terri Goon,Republican,,,,,Colorado,Terri Goon,Colorado,2024,State Representative - District 11,,114,61369182c4763f31,,,,,,,
2024,General,State Representative,District 12.0,Kyle Brown,Kyle,,Brown,,,,Kyle Brown,Democratic,,,,,Colorado,Kyle Brown,Colorado,2024,State Representative - District 12,,115,34dd50a96c475c72,,,,,,,
2024,General,State Representative,District 12.0,Robert Mahler,Robert,,Mahler,,,,Robert Mahler,Republican,,,,,Colorado,Robert Mahler,Colorado,2024,State Representative - District 12,,116,124479567d46e9ee,,,,,,,
2024,General,State Representative,District 12.0,Mark Milliman,Mark,,Milliman,,,,Mark Milliman,Republican,,,,,Colorado,Mark Milliman,Colorado,2024,State Representative - District 12,,117,d80a294165fc8ed2,,,,,,,
2024,General,State Representative,District 13.0,Julie McCluskie,Julie,,McCluskie,,,,Julie McCluskie,Democratic,,,,,Colorado,Julie McCluskie,Colorado,2024,State Representative - District 13,,118,ccfbc36e6935703e,,,,,,,
2024,General,State Representative,District 13.0,Dave Williams,Dave,,Williams,,,,Dave Williams,Republican,,,,,Colorado,Dave Williams,Colorado,2024,State Representative - District 13,,119,efced9f4a76a8964,,,,,,,
2024,General,State Representative,District 14.0,"Katherine ""Kat"" Gayle",Katherine,,Gayle,,,Kat,Katherine Gayle,Democratic,,,,,Colorado,"Katherine ""Kat"" Gayle",Colorado,2024,State Representative - District 14,,120,2ac27c314559347b,,,,,,,
2024,General,State Representative,District 14.0,Rose Pugliese,Rose,,Pugliese,,,,Rose Pugliese,Republican,,,,,Colorado,Rose Pugliese,Colorado,2024,State Representative - District 14,,121,ff15a919091673c9,,,,,,,
