election_year,election_type,office,district,candidate_name,first_name,middle_name,last_name,prefix,suffix,nickname,full_name_display,party,phone,email,address,website,state,original_name,original_state,original_election_year,original_office,original_filing_date,id,stable_id,county,city,zip_code,filing_date,election_date,facebook,twitter
2024,General,US Representative,4.0,Deborah Flora,Deborah,,Flora,,,,Deborah Flora,Republican,,,,,Colorado,Deborah Flora,Colorado,2024,Representative to the 119th United States Congress - District 4,,18,db6c5f6906a7adfb,,,,,,,
2024,General,US Representative,4.0,Jerry Sonnenberg,Jerry,,Sonnenberg,,,,Jerry Sonnenberg,Republican,,,,,Colorado,Jerry Sonnenberg,Colorado,2024,Representative to the 119th United States Congress - District 4,,19,1fb2fbda40bde602,,,,,,,
2024,General,US Representative,4.0,Peter Yu,Peter,,Yu,,,,Peter Yu,Republican,,,,,Colorado,Peter Yu,Colorado,2024,Representative to the 119th United States Congress - District 4,,20,251b0036689ff7eb,,,,,,,
2024,General,US Representative,5.0,River Gassen,River,,Gassen,,,,River Gassen,Democratic,,,,,Colorado,River Gassen,Colorado,2024,Representative to the 119th United States Congress - District 5,,21,f71872e3618afe14,,,,,,,
2024,General,US Representative,5.0,Joe Reagan,Joe,,Reagan,,,,Joe Reagan,Democratic,,,,,Colorado,Joe Reagan,Colorado,2024,Representative to the 119th United States Congress - District 5,,22,a10901cc852b58ef,,,,,,,
2024,General,US Representative,5.0,Dave Williams,Dave,,Williams,,,,Dave Williams,Republican,,,,,Colorado,Dave Williams,Colorado,2024,Representative to the 119th United States Congress - District 5,,23,da4c26ce348e2bec,,,,,,,
2024,General,US Representative,5.0,Jeff Crank,Jeff,,Crank,,,,Jeff Crank,Republican,,,,,Colorado,Jeff Crank,Colorado,2024,Representative to the 119th United States Congress - District 5,,24,f09c0eca1dd98bf5,,,,,,,
2024,General,US Representative,6.0,Jason Crow,Jason,,Crow,,,,Jason Crow,Democratic,,,,,Colorado,Jason Crow,Colorado,2024,Representative to the 119th United States Congress - District 6,,25,2ce0fc47888c65a1,,,,,,,
2024,General,US Representative,6.0,John E. Fabbricatore,John,E.,Fabbricatore,,,,John E. Fabbricatore,Republican,,,,,Colorado,John E. Fabbricatore,Colorado,2024,Representative to the 119th United States Congress - District 6,,26,3a448e4389149451,,,,,,,
2024,General,US Representative,7.0,Brittany Pettersen,Brittany,,Pettersen,,,,Brittany Pettersen,Democratic,,,,,Colorado,Brittany Pettersen,Colorado,2024,Representative to the 119th United States Congress - District 7,,27,be15b83748c92e67,,,,,,,
2024,General,US Representative,7.0,Sergei Matveyuk,Sergei,,Matveyuk,,,,Sergei Matveyuk,Republican,,,,,Colorado,Sergei Matveyuk,Colorado,2024,Representative to the 119th United States Congress - District 7,,28,355f6863b64f2bf5,,,,,,,
2024,General,US Representative,8.0,Yadira Caraveo,Yadira,,Caraveo,,,,Yadira Caraveo,Democratic,,,,,Colorado,Yadira Caraveo,Colorado,2024,Representative to the 119th United States Congress - District 8,,29,871556cb46109254,,,,,,,
2024,General,US Representative,8.0,Gabe Evans,Gabe,,Evans,,,,Gabe Evans,Republican,,,,,Colorado,Gabe Evans,Colorado,2024,Representative to the 119th United States Congress - District 8,,30,8413079c2d701924,,,,,,,
2024,General,US Representative,8.0,Janak Joshi,Janak,,Joshi,,,,Janak Joshi,Republican,,,,,Colorado,Janak Joshi,Colorado,2024,Representative to the 119th United States Congress - District 8,,31,8762cf7dda059f21,,,,,,,
2024,General,State Board of Education Member,2.0,Kathy Gebhardt,Kathy,,Gebhardt,,,,Kathy Gebhardt,Democratic,,,,,Colorado,Kathy Gebhardt,Colorado,2024,State Board of Education Member - Congressional District 2,,32,7c9508d7ee62d94b,,,,,,,
2024,General,State Board of Education Member,2.0,Marisol Lynda Rodriguez,Marisol,Lynda,Rodriguez,,,,Marisol Lynda Rodriguez,Democratic,,,,,Colorado,Marisol Lynda Rodriguez,Colorado,2024,State Board of Education Member - Congressional District 2,,33,0de0eac83146eb5a,,,,,,,
2024,General,State Board of Education Member,3.0,Ellen Angeles,Ellen,,Angeles,,,,Ellen Angeles,Democratic,,,,,Colorado,Ellen Angeles,Colorado,2024,State Board of Education Member - Congressional District 3,,34,a18f5c5597700354,,,,,,,
2024,General,State Board of Education Member,3.0,Sherri M Wright,Sherri,M,Wright,,,,Sherri M Wright,Republican,,,,,Colorado,Sherri M Wright,Colorado,2024,State Board of Education Member - Congressional District 3,,35,3998bda8915c10ba,,,,,,,
2024,General,State Board of Education Member,4.0,Krista Holtzmann,Krista,,Holtzmann,,,,Krista Holtzmann,Democratic,,,,,Colorado,Krista Holtzmann,Colorado,2024,State Board of Education Member - Congressional District 4,,36,ad59254d31df2e55,,,,,,,
2024,General,State Board of Education Member,4.0,"Kristi ""KBB"" Burton Brown",Kristi,Burton,Brown,,,KBB,Kristi Burton Brown,Republican,,,,,Colorado,"Kristi ""KBB"" Burton Brown",Colorado,2024,State Board of Education Member - Congressional District 4,,37,812c490ea0d5a5c4,,,,,,,
2024,General,State Board of Education Member,4.0,Saundra Larsen,Saundra,,Larsen,,,,Saundra Larsen,Republican,,,,,Colorado,Saundra Larsen,Colorado,2024,State Board of Education Member - Congressional District 4,,38,8d7cbd5e7a10bed7,,,,,,,
2024,General,State Board of Education Member,8.0,Rhonda Solis,Rhonda,,Solis,,,,Rhonda Solis,Democratic,,,,,Colorado,Rhonda Solis,Colorado,2024,State Board of Education Member - Congressional District 8,,39,8ecff42ac2510dab,,,,,,,
2024,General,State Board of Education Member,8.0,Yazmin Navarro,Yazmin,,Navarro,,,,Yazmin Navarro,Republican,,,,,Colorado,Yazmin Navarro,Colorado,2024,State Board of Education Member - Congressional District 8,,40,0fe8c698381af163,,,,,,,
2024,General,Regent of the University of Colorado,,Elliott Hood,Elliott,,Hood,,,,Elliott Hood,Democratic,,,,,Colorado,Elliott Hood,Colorado,2024,Regent of the University of Colorado - At Large,,41,19e7a52331fc153a,,,,,,,
2024,General,Regent of the University of Colorado,,"Charles ""CJ"" Johnson",Charles,,Johnson,,,CJ,Charles Johnson,Democratic,,,,,Colorado,"Charles ""CJ"" Johnson",Colorado,2024,Regent of the University of Colorado - At Large,,42,b68e2df43276a794,,,,,,,
2024,General,Regent of the University of Colorado,,Eric Rinard,Eric,,Rinard,,,,Eric Rinard,Republican,,,,,Colorado,Eric Rinard,Colorado,2024,Regent of the University of Colorado - At Large,,43,aee5de8c1bc00029,,,,,,,
2024,General,Regent of the University of Colorado,3.0,Robert B. Logan,Robert,B.,Logan,,,,Robert B. Logan,Democratic,,,,,Colorado,Robert B. Logan,Colorado,2024,Regent of the University of Colorado - Congressional District 3,,44,f9fa8b6c5a16b0a6,,,,,,,
2024,General,Regent of the University of Colorado,3.0,Kristine Sposato,Kristine,,Sposato,,,,Kristine Sposato,Republican,,,,,Colorado,Kristine Sposato,Colorado,2024,Regent of the University of Colorado - Congressional District 3,,45,146db72d5fbe3691,,,,,,,
2024,General,Regent of the University of Colorado,3.0,Ray Scott,Ray,,Scott,,,,Ray Scott,Republican,,,,,Colorado,Ray Scott,Colorado,2024,Regent of the University of Colorado - Congressional District 3,,46,dfc4e717c7d3dbd4,,,,,,,
2024,General,Regent of the University of Colorado,5.0,Axel Brown,Axel,,Brown,,,,Axel Brown,Democratic,,,,,Colorado,Axel Brown,Colorado,2024,Regent of the University of Colorado - Congressional District 5,,47,d2a2abe6be222736,,,,,,,
2024,General,Regent of the University of Colorado,5.0,Ken Montera,Ken,,Montera,,,,Ken Montera,Republican,,,,,Colorado,Ken Montera,Colorado,2024,Regent of the University of Colorado - Congressional District 5,,48,5d68e8833e2eac3e,,,,,,,
2024,General,State Senator,2.0,Jennifer Brady,Jennifer,,Brady,,,,Jennifer Brady,Democratic,,,,,Colorado,Jennifer Brady,Colorado,2024,State Senator - District 2,,49,60ab5a607dabfea0,,,,,,,
2024,General,State Senator,2.0,Timothy Wesley Arvidson,Timothy,Wesley,Arvidson,,,,Timothy Wesley Arvidson,Republican,,,,,Colorado,Timothy Wesley Arvidson,Colorado,2024,State Senator - District 2,,50,788675a83b774c84,,,,,,,
2024,General,State Senator,2.0,Lisa Frizell,Lisa,,Frizell,,,,Lisa Frizell,Republican,,,,,Colorado,Lisa Frizell,Colorado,2024,State Senator - District 2,,51,d6f042f965d01521,,,,,,,
2024,General,State Senator,5.0,Cole Buerger,Cole,,Buerger,,,,Cole Buerger,Democratic,,,,,Colorado,Cole Buerger,Colorado,2024,State Senator - District 5,,52,5b19411143bd4d82,,,,,,,
2024,General,State Senator,5.0,Marc Catlin,Marc,,Catlin,,,,Marc Catlin,Republican,,,,,Colorado,Marc Catlin,Colorado,2024,State Senator - District 5,,53,5fc8e5b722f8015d,,,,,,,
2024,General,State Senator,6.0,Vivian Smotherman,Vivian,,Smotherman,,,,Vivian Smotherman,Democratic,,,,,Colorado,Vivian Smotherman,Colorado,2024,State Senator - District 6,,54,fa0d5eb86b8a552a,,,,,,,
2024,General,State Senator,6.0,Cleave Alan Simpson,Cleave,Alan,Simpson,,,,Cleave Alan Simpson,Republican,,,,,Colorado,Cleave Alan Simpson,Colorado,2024,State Senator - District 6,,55,0186364b80a9d830,,,,,,,
2024,General,State Senator,10.0,Rex Tonkins,Rex,,Tonkins,,,,Rex Tonkins,Republican,,,,,Colorado,Rex Tonkins,Colorado,2024,State Senator - District 10,,56,a15df59d5bccfbea,,,,,,,
2024,General,State Senator,10.0,David Stiver,David,,Stiver,,,,David Stiver,Republican,,,,,Colorado,David Stiver,Colorado,2024,State Senator - District 10,,57,36a5aa2e9b139d47,,,,,,,
2024,General,State Senator,10.0,Larry G. Liston,Larry,G.,Liston,,,,Larry G. Liston,Republican,,,,,Colorado,Larry G. Liston,Colorado,2024,State Senator - District 10,,58,b18cca000d988e33,,,,,,,
2024,General,State Senator,12.0,Marc Snyder,Marc,,Snyder,,,,Marc Snyder,Democratic,,,,,Colorado,Marc Snyder,Colorado,2024,State Senator - District 12,,59,af254a4351bf51fb,,,,,,,
2024,General,State Senator,12.0,Adriana Cuva,Adriana,,Cuva,,,,Adriana Cuva,Republican,,,,,Colorado,Adriana Cuva,Colorado,2024,State Senator - District 12,,60,2ee7d813f43f03a1,,,,,,,
2024,General,State Senator,12.0,Stan VanderWerf,Stan,,VanderWerf,,,,Stan VanderWerf,Republican,,,,,Colorado,Stan VanderWerf,Colorado,2024,State Senator - District 12,,61,b823f41c20d6ead2,,,,,,,
2024,General,State Senator,13.0,Matt Johnston,Matt,,Johnston,,,,Matt Johnston,Democratic,,,,,Colorado,Matt Johnston,Colorado,2024,State Senator - District 13,,62,9be0e3e65051d73e,,,,,,,
2024,General,State Senator,13.0,Scott Bright,Scott,,Bright,,,,Scott Bright,Republican,,,,,Colorado,Scott Bright,Colorado,2024,State Senator - District 13,,63,f0375a3c1bfbaa69,,,,,,,
2024,General,State Senator,14.0,Cathy Kipp,Cathy,,Kipp,,,,Cathy Kipp,Democratic,,,,,Colorado,Cathy Kipp,Colorado,2024,State Senator - District 14,,64,8ec06abb3803784e,,,,,,,
2024,General,State Senator,14.0,Phoebe McWilliams,Phoebe,,McWilliams,,,,Phoebe McWilliams,Republican,,,,,Colorado,Phoebe McWilliams,Colorado,2024,State Senator - District 14,,65,1022548dc8c3a867,,,,,,,
2024,General,State Senator,16.0,Chris Kolker,Chris,,Kolker,,,,Chris Kolker,Democratic,,,,,Colorado,Chris Kolker,Colorado,2024,State Senator - District 16,,66,0bcd89db5b2990ed,,,,,,,
2024,General,State Senator,16.0,Robyn Carnes,Robyn,,Carnes,,,,Robyn Carnes,Republican,,,,,Colorado,Robyn Carnes,Colorado,2024,State Senator - District 16,,67,a677631650aa757b,,,,,,,
2024,General,State Senator,17.0,Sonya Jaquez Lewis,Sonya,Jaquez,Lewis,,,,Sonya Jaquez Lewis,Democratic,,,,,Colorado,Sonya Jaquez Lewis,Colorado,2024,State Senator - District 17,,68,d3880afcafd3c83f,,,,,,,
2024,General,State Senator,17.0,Tom Van Lone,Tom,Van,Lone,,,,Tom Van Lone,Republican,,,,,Colorado,Tom Van Lone,Colorado,2024,State Senator - District 17,,69,4ab38a8b93c9b4f7,,,,,,,
2024,General,State Senator,18.0,Judy Amabile,Judy,,Amabile,,,,Judy Amabile,Democratic,,,,,Colorado,Judy Amabile,Colorado,2024,State Senator - District 18,,70,2b38218bc4cc453a,,,,,,,
2024,General,State Senator,18.0,Jovita Schiffer,Jovita,,Schiffer,,,,Jovita Schiffer,Democratic,,,,,Colorado,Jovita Schiffer,Colorado,2024,State Senator - District 18,,71,1091ea8fb366cab3,,,,,,,
2024,General,State Senator,19.0,Obi Ezeadi,Obi,,Ezeadi,,,,Obi Ezeadi,Democratic,,,,,Colorado,Obi Ezeadi,Colorado,2024,State Senator - District 19,,72,fb83402f5c32a43c,,,,,,,
2024,General,State Senator,19.0,Lindsey Daugherty,Lindsey,,Daugherty,,,,Lindsey Daugherty,Democratic,,,,,Colorado,Lindsey Daugherty,Colorado,2024,State Senator - District 19,,73,2ec230cd0441ceef,,,,,,,
2024,General,State Senator,19.0,Sam Bandimere,Sam,,Bandimere,,,,Sam Bandimere,Republican,,,,,Colorado,Sam Bandimere,Colorado,2024,State Senator - District 19,,74,133162d4f572ea50,,,,,,,
2024,General,State Senator,21.0,Dafna Michaelson Jenet,Dafna,Michaelson,Jenet,,,,Dafna Michaelson Jenet,Democratic,,,,,Colorado,Dafna Michaelson Jenet,Colorado,2024,State Senator - District 21,,75,bdac61878a6f9b8b,,,,,,,
2024,General,State Senator,21.0,Frederick Alfred Jr,Frederick,,Alfred,,Jr,,Frederick Alfred,Republican,,,,,Colorado,Frederick Alfred Jr,Colorado,2024,State Senator - District 21,,76,d833610025829455,,,,,,,
2024,General,State Senator,23.0,Barb Kirkmeyer,Barb,,Kirkmeyer,,,,Barb Kirkmeyer,Republican,,,,,Colorado,Barb Kirkmeyer,Colorado,2024,State Senator - District 23,,77,68c7070767283426,,,,,,,
2024,General,State Senator,23.0,Natalie Abshier,Natalie,,Abshier,,,,Natalie Abshier,Republican,,,,,Colorado,Natalie Abshier,Colorado,2024,State Senator - District 23,,78,bb3fef686beec488,,,,,,,
2024,General,State Senator,26.0,Jeff Bridges,Jeff,,Bridges,,,,Jeff Bridges,Democratic,,,,,Colorado,Jeff Bridges,Colorado,2024,State Senator - District 26,,79,63deacc6fe4b57b4,,,,,,,
2024,General,State Senator,26.0,Bob Lane,Bob,,Lane,,,,Bob Lane,Republican,,,,,Colorado,Bob Lane,Colorado,2024,State Senator - District 26,,80,781ad948b7ab9336,,,,,,,
2024,General,State Senator,28.0,Mike Weissman,Mike,,Weissman,,,,Mike Weissman,Democratic,,,,,Colorado,Mike Weissman,Colorado,2024,State Senator - District 28,,81,37ebddd535f438b9,,,,,,,
2024,General,State Senator,28.0,Idris Keith,Idris,,Keith,,,,Idris Keith,Democratic,,,,,Colorado,Idris Keith,Colorado,2024,State Senator - District 28,,82,a4474e456eb7125d,,,,,,,
2024,General,State Senator,28.0,Pedro Espinoza,Pedro,,Espinoza,,,,Pedro Espinoza,Republican,,,,,Colorado,Pedro Espinoza,Colorado,2024,State Senator - District 28,,83,421086aa15d69e00,,,,,,,
2024,General,State Senator,29.0,Janet Buckner,Janet,,Buckner,,,,Janet Buckner,Democratic,,,,,Colorado,Janet Buckner,Colorado,2024,State Senator - District 29,,84,ab38a0682ac7e4df,,,,,,,
2024,General,State Senator,29.0,Robert Tate,Robert,,Tate,,,,Robert Tate,Republican,,,,,Colorado,Robert Tate,Colorado,2024,State Senator - District 29,,85,ecd24dcb5b7eb611,,,,,,,
2024,General,State Senator,31.0,Chris Hansen,Chris,,Hansen,,,,Chris Hansen,Democratic,,,,,Colorado,Chris Hansen,Colorado,2024,State Senator - District 31,,86,28900015781a6cfc,,,,,,,
2024,General,State Senator,33.0,James Coleman,James,,Coleman,,,,James Coleman,Democratic,,,,,Colorado,James Coleman,Colorado,2024,State Senator - District 33,,87,ac56dd1f98642ea4,,,,,,,
2024,General,State Senator,33.0,Max Minnig,Max,,Minnig,,,,Max Minnig,Republican,,,,,Colorado,Max Minnig,Colorado,2024,State Senator - District 33,,88,c5d75324ae6f8d77,,,,,,,
2024,General,State Representative,1.0,Javier Mabrey,Javier,,Mabrey,,,,Javier Mabrey,Democratic,,,,,Colorado,Javier Mabrey,Colorado,2024,State Representative - District 1,,89,00fef32621dfd115,,,,,,,
2024,General,State Representative,1.0,Barbara DeHaan,Barbara,,DeHaan,,,,Barbara DeHaan,Republican,,,,,Colorado,Barbara DeHaan,Colorado,2024,State Representative - District 1,,90,2266986aeabfdc54,,,,,,,
2024,General,State Representative,2.0,Steven Woodrow,Steven,,Woodrow,,,,Steven Woodrow,Democratic,,,,,Colorado,Steven Woodrow,Colorado,2024,State Representative - District 2,,91,1f283d628a4bc290,,,,,,,
2024,General,State Representative,2.0,Michael F. DiManna,Michael,F.,DiManna,,,,Michael F. DiManna,Republican,,,,,Colorado,Michael F. DiManna,Colorado,2024,State Representative - District 2,,92,3fb6aef2f795f566,,,,,,,
2024,General,State Representative,3.0,Meg Froelich,Meg,,Froelich,,,,Meg Froelich,Democratic,,,,,Colorado,Meg Froelich,Colorado,2024,State Representative - District 3,,93,0c75ac245622bd3b,,,,,,,
2024,General,State Representative,3.0,Mickey Neal,Mickey,,Neal,,,,Mickey Neal,Republican,,,,,Colorado,Mickey Neal,Colorado,2024,State Representative - District 3,,94,a07c6d8608eefda9,,,,,,,
2024,General,State Representative,4.0,Timothy Mariano Hernández,Timothy,Mariano,Hernández,,,,Timothy Mariano Hernández,Democratic,,,,,Colorado,Timothy Mariano Hernández,Colorado,2024,State Representative - District 4,,95,1bdb2dcc30bd9922,,,,,,,
2024,General,State Representative,4.0,Cecelia Espenoza,Cecelia,,Espenoza,,,,Cecelia Espenoza,Democratic,,,,,Colorado,Cecelia Espenoza,Colorado,2024,State Representative - District 4,,96,f99b238c8d90a7a2,,,,,,,
2024,General,State Representative,4.0,Jack Daus,Jack,,Daus,,,,Jack Daus,Republican,,,,,Colorado,Jack Daus,Colorado,2024,State Representative - District 4,,97,7d9e5f8a2d28bb30,,,,,,,
2024,General,State Representative,5.0,Alex Valdez,Alex,,Valdez,,,,Alex Valdez,Democratic,,,,,Colorado,Alex Valdez,Colorado,2024,State Representative - District 5,,98,018a3beb7e3daa4b,,,,,,,
2024,General,State Representative,5.0,Johnnie Wesley Johnson,Johnnie,Wesley,Johnson,,,,Johnnie Wesley Johnson,Republican,,,,,Colorado,Johnnie Wesley Johnson,Colorado,2024,State Representative - District 5,,99,8b4fa68fb6c48679,,,,,,,
2024,General,State Representative,6.0,Sean Camacho,Sean,,Camacho,,,,Sean Camacho,Democratic,,,,,Colorado,Sean Camacho,Colorado,2024,State Representative - District 6,,100,2b7572e9110b8c55,,,,,,,
2024,General,State Representative,6.0,Elisabeth Epps,Elisabeth,,Epps,,,,Elisabeth Epps,Democratic,,,,,Colorado,Elisabeth Epps,Colorado,2024,State Representative - District 6,,101,d30acbae99ed166b,,,,,,,
2024,General,State Representative,6.0,Kyle Witter,Kyle,,Witter,,,,Kyle Witter,Republican,,,,,Colorado,Kyle Witter,Colorado,2024,State Representative - District 6,,102,c2c0b58879aa7d76,,,,,,,
2024,General,State Representative,7.0,Jennifer Bacon,Jennifer,,Bacon,,,,Jennifer Bacon,Democratic,,,,,Colorado,Jennifer Bacon,Colorado,2024,State Representative - District 7,,103,1c1438382c1128dc,,,,,,,
2024,General,State Representative,7.0,Tom Swift,Tom,,Swift,,,,Tom Swift,Republican,,,,,Colorado,Tom Swift,Colorado,2024,State Representative - District 7,,104,30394f4548077dcb,,,,,,,
2024,General,State Representative,8.0,Lindsay Gilchrist,Lindsay,,Gilchrist,,,,Lindsay Gilchrist,Democratic,,,,,Colorado,Lindsay Gilchrist,Colorado,2024,State Representative - District 8,,105,7a30cfa10fa85872,,,,,,,
2024,General,State Representative,8.0,Philip Borrelli,Philip,,Borrelli,,,,Philip Borrelli,Republican,,,,,Colorado,Philip Borrelli,Colorado,2024,State Representative - District 8,,106,1906a1ceaba4c88f,,,,,,,
2024,General,State Representative,9.0,Emily Sirota,Emily,,Sirota,,,,Emily Sirota,Democratic,,,,,Colorado,Emily Sirota,Colorado,2024,State Representative - District 9,,107,af654a6cebfa15f7,,,,,,,
2024,General,State Representative,9.0,Tom Cowhick,Tom,,Cowhick,,,,Tom Cowhick,Republican,,,,,Colorado,Tom Cowhick,Colorado,2024,State Representative - District 9,,108,9b73820c8026eb4e,,,,,,,
2024,General,State Representative,10.0,Junie Joseph,Junie,,Joseph,,,,Junie Joseph,Democratic,,,,,Colorado,Junie Joseph,Colorado,2024,State Representative - District 10,,109,c4723c6fbd24b60b,,,,,,,
2024,General,State Representative,10.0,Tina Mueh,Tina,,Mueh,,,,Tina Mueh,Democratic,,,,,Colorado,Tina Mueh,Colorado,2024,State Representative - District 10,,110,2ee20c3261e5d3da,,,,,,,
2024,General,State Representative,10.0,William B. DeOreo,William,B.,DeOreo,,,,William B. DeOreo,Republican,,,,,Colorado,William B. DeOreo,Colorado,2024,State Representative - District 10,,111,51584e4ef8f4fff6,,,,,,,
2024,General,State Representative,11.0,Karen McCormick,Karen,,McCormick,,,,Karen McCormick,Democratic,,,,,Colorado,Karen McCormick,Colorado,2024,State Representative - District 11,,112,88dafed15d6355c5,,,,,,,
2024,General,State Representative,11.0,Kathy Reeves,Kathy,,Reeves,,,,Kathy Reeves,Republican,,,,,Colorado,Kathy Reeves,Colorado,2024,State Representative - District 11,,113,b502a3c1ff191bfd,,,,,,,
2024,General,State Representative,11.0,Terri Goon,Terri,,Goon,,,,Terri Goon,Republican,,,,,Colorado,Terri Goon,Colorado,2024,State Representative - District 11,,114,8fff7c05a093f524,,,,,,,
2024,General,State Representative,12.0,Kyle Brown,Kyle,,Brown,,,,Kyle Brown,Democratic,,,,,Colorado,Kyle Brown,Colorado,2024,State Representative - District 12,,115,cc2b94acf6e5d761,,,,,,,
2024,General,State Representative,12.0,Robert Mahler,Robert,,Mahler,,,,Robert Mahler,Republican,,,,,Colorado,Robert Mahler,Colorado,2024,State Representative - District 12,,116,b494a08650f8ba79,,,,,,,
2024,General,State Representative,12.0,Mark Milliman,Mark,,Milliman,,,,Mark Milliman,Republican,,,,,Colorado,Mark Milliman,Colorado,2024,State Representative - District 12,,117,c3e63ce87b2e213b,,,,,,,
2024,General,State Representative,13.0,Julie McCluskie,Julie,,McCluskie,,,,Julie McCluskie,Democratic,,,,,Colorado,Julie McCluskie,Colorado,2024,State Representative - District 13,,118,787c8763c92659c8,,,,,,,
2024,General,State Representative,13.0,Dave Williams,Dave,,Williams,,,,Dave Williams,Republican,,,,,Colorado,Dave Williams,Colorado,2024,State Representative - District 13,,119,c99d5823def028a6,,,,,,,
2024,General,State Representative,14.0,"Katherine ""Kat"" Gayle",Katherine,,Gayle,,,Kat,Katherine Gayle,Democratic,,,,,Colorado,"Katherine ""Kat"" Gayle",Colorado,2024,State Representative - District 14,,120,8e41d48ea88a2310,,,,,,,
2024,General,State Representative,14.0,Rose Pugliese,Rose,,Pugliese,,,,Rose Pugliese,Republican,,,,,Colorado,Rose Pugliese,Colorado,2024,State Representative - District 14,,121,0872b42033a92f2e,,,,,,,
2024,General,State Representative,15.0,Jeff K. Livingston,Jeff,K.,Livingston,,,,Jeff K. Livingston,Democratic,,,,,Colorado,Jeff K. Livingston,Colorado,2024,State Representative - District 15,,122,0b8f2b7b93f80026,,,,,,,
