election_year,election_type,office,district,candidate_name,first_name,middle_name,last_name,prefix,suffix,nickname,full_name_display,party,phone,email,address,website,state,original_name,original_state,original_election_year,original_office,original_filing_date,id,stable_id,county,city,zip_code,filing_date,election_date,facebook,twitter
2024,General,,,PATSY AUSTIN-GATSON,PATSY,,AUSTIN-GATSON,,,,PATSY AUSTIN-GATSON,,,,,,Georgia,PATSY  AUSTIN-GATSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,DARYL E MANNS,DARYL,E,MANNS,,,,DARYL E MANNS,,,,,,Georgia,DARYL E MANNS ,Georgia,2024,,,,,,,,,,,
2024,General,,,ERIC Z. EDWARDS,ERIC,Z.,EDWARDS,,,,ERIC Z. EDWARDS,,,,,,Georgia,ERIC Z. EDWARDS ,Georgia,2024,,,,,,,,,,,
2024,General,,,CLAYTON M. FULLER,CLAYTON,M.,FULLER,,,,CLAYTON M. FULLER,,,,,,Georgia,CLAYTON M. FULLER ,Georgia,2024,,,,,,,,,,,
2024,General,,,ANITA REYNOLDS HOWARD,ANITA,REYNOLDS,HOWARD,,,,ANITA REYNOLDS HOWARD,,,,,,Georgia,ANITA REYNOLDS HOWARD ,Georgia,2024,,,,,,,,,,,
2024,General,,,TRIPP FITZNER,TRIPP,,FITZNER,,,,TRIPP FITZNER,,,,,,Georgia,TRIPP  FITZNER ,Georgia,2024,,,,,,,,,,,
2024,General,,,GEORGE R. CHRISTIAN,GEORGE,R.,CHRISTIAN,,,,GEORGE R. CHRISTIAN,,,,,,Georgia,GEORGE R. CHRISTIAN ,Georgia,2024,,,,,,,,,,,
2024,General,,,DAVID L. JORDAN,DAVID,L.,JORDAN,,,,DAVID L. JORDAN,,,,,,Georgia,DAVID L. JORDAN ,Georgia,2024,,,,,,,,,,,
2024,General,,,D. PARKS WHITE,D.,PARKS,WHITE,,,,D. PARKS WHITE,,,,,,Georgia,D. PARKS WHITE ,Georgia,2024,,,,,,,,,,,
2024,General,,,T. WRIGHT BARKSDALE,T.,WRIGHT,BARKSDALE,,,,T. WRIGHT BARKSDALE,,,,,,Georgia,T. WRIGHT BARKSDALE ,Georgia,2024,,,,,,,,,,,
2024,General,,,TIMOTHY G. VAUGHN,TIMOTHY,G.,VAUGHN,,,,TIMOTHY G. VAUGHN,,,,,,Georgia,TIMOTHY G. VAUGHN ,Georgia,2024,,,,,,,,,,,
2024,General,,,D. ROBERT BUSBEE,D.,ROBERT,BUSBEE,,,,D. ROBERT BUSBEE,,,,,,Georgia,D. ROBERT BUSBEE ,Georgia,2024,,,,,,,,,,,
2024,General,,,DAPHNE J. TOTTEN,DAPHNE,J.,TOTTEN,,,,DAPHNE J. TOTTEN,,,,,,Georgia,DAPHNE J. TOTTEN ,Georgia,2024,,,,,,,,,,,
2024,General,,,J. BRADLEY SMITH,J.,BRADLEY,SMITH,,,,J. BRADLEY SMITH,,,,,,Georgia,J. BRADLEY SMITH ,Georgia,2024,,,,,,,,,,,
2024,General,,,LEIGH E. PATTERSON,LEIGH,E.,PATTERSON,,,,LEIGH E. PATTERSON,,,,,,Georgia,LEIGH E. PATTERSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,JOE MULHOLLAND,JOE,,MULHOLLAND,,,,JOE MULHOLLAND,,,,,,Georgia,JOE  MULHOLLAND ,Georgia,2024,,,,,,,,,,,
2024,General,,,BRADFIELD M. SHEALY,BRADFIELD,M.,SHEALY,,,,BRADFIELD M. SHEALY,,,,,,Georgia,BRADFIELD M. SHEALY ,Georgia,2024,,,,,,,,,,,
2024,General,,,SHERRY BOSTON,SHERRY,,BOSTON,,,,SHERRY BOSTON,,,,,,Georgia,SHERRY  BOSTON ,Georgia,2024,,,,,,,,,,,
2024,General,,,JAESON ROBERT SMITH,JAESON,ROBERT,SMITH,,,,JAESON ROBERT SMITH,,,,,,Georgia,JAESON ROBERT SMITH ,Georgia,2024,,,,,,,,,,,
2024,General,,,BRYCE JOHNSON,BRYCE,,JOHNSON,,,,BRYCE JOHNSON,,,,,,Georgia,BRYCE  JOHNSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,WILLIAM P DOUPE,WILLIAM,P,DOUPE,,,,WILLIAM P DOUPE,,,,,,Georgia,WILLIAM P DOUPE ,Georgia,2024,,,,,,,,,,,
2024,General,,,JONATHAN L. ADAMS,JONATHAN,L.,ADAMS,,,,JONATHAN L. ADAMS,,,,,,Georgia,JONATHAN L. ADAMS ,Georgia,2024,,,,,,,,,,,
2024,General,,,DEBORAH GONZALEZ,DEBORAH,,GONZALEZ,,,,DEBORAH GONZALEZ,,,,,,Georgia,DEBORAH  GONZALEZ ,Georgia,2024,,,,,,,,,,,
2024,General,,,BRIAN M. RICKMAN,BRIAN,M.,RICKMAN,,,,BRIAN M. RICKMAN,,,,,,Georgia,BRIAN M. RICKMAN ,Georgia,2024,,,,,,,,,,,
2024,General,,,CLAYTON A. TOMLINSON,CLAYTON,A.,TOMLINSON,,,,CLAYTON A. TOMLINSON,,,,,,Georgia,CLAYTON A. TOMLINSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,JEFFREY L. FOSTER,JEFFREY,L.,FOSTER,,,,JEFFREY L. FOSTER,,,,,,Georgia,JEFFREY L. FOSTER ,Georgia,2024,,,,,,,,,,,
2024,General,,,"WILLIAM KENDALL WYNNE, Jr",,,WILLIAM KENDALL WYNNE,,Jr,,,,,,,,Georgia,"WILLIAM KENDALL WYNNE, Jr",Georgia,2024,,,,,,,,,,,
2024,General,,,G. KEVIN MORRIS,G.,KEVIN,MORRIS,,,,G. KEVIN MORRIS,,,,,,Georgia,G. KEVIN  MORRIS ,Georgia,2024,,,,,,,,,,,
2024,General,,,BRENDA S. WEAVER,BRENDA,S.,WEAVER,,,,BRENDA S. WEAVER,,,,,,Georgia,BRENDA S. WEAVER ,Georgia,2024,,,,,,,,,,,
2024,General,,,KIMBERLY M. ESMOND ADAMS,KIMBERLY,M. ESMOND,ADAMS,,,,KIMBERLY M. ESMOND ADAMS,,,,,,Georgia,KIMBERLY M. ESMOND ADAMS ,Georgia,2024,,,,,,,,,,,
2024,General,,,RACHELLE CARNESALE,RACHELLE,,CARNESALE,,,,RACHELLE CARNESALE,,,,,,Georgia,RACHELLE  CARNESALE ,Georgia,2024,,,,,,,,,,,
2024,General,,,"THOMAS A. COX, Jr",,,THOMAS A. COX,,Jr,,,,,,,,Georgia,"THOMAS A. COX, Jr",Georgia,2024,,,,,,,,,,,
2024,General,,,ERIC K. DUNAWAY,ERIC,K.,DUNAWAY,,,,ERIC K. DUNAWAY,,,,,,Georgia,ERIC K. DUNAWAY ,Georgia,2024,,,,,,,,,,,
2024,General,,,BELINDA E. EDWARDS,BELINDA,E.,EDWARDS,,,,BELINDA E. EDWARDS,,,,,,Georgia,BELINDA E. EDWARDS ,Georgia,2024,,,,,,,,,,,
2024,General,,,URAL GLANVILLE,URAL,,GLANVILLE,,,,URAL GLANVILLE,,,,,,Georgia,URAL  GLANVILLE ,Georgia,2024,,,,,,,,,,,
2024,General,,,MELYNEE LEFTRIDGE HARRIS,MELYNEE,LEFTRIDGE,HARRIS,,,,MELYNEE LEFTRIDGE HARRIS,,,,,,Georgia,MELYNEE LEFTRIDGE HARRIS ,Georgia,2024,,,,,,,,,,,
2024,General,,,SHUKURA LAGEANE INGRAM,SHUKURA,LAGEANE,INGRAM,,,,SHUKURA LAGEANE INGRAM,,,,,,Georgia,SHUKURA LAGEANE INGRAM ,Georgia,2024,,,,,,,,,,,
2024,General,,,RACHEL R. KRAUSE,RACHEL,R.,KRAUSE,,,,RACHEL R. KRAUSE,,,,,,Georgia,RACHEL R. KRAUSE ,Georgia,2024,,,,,,,,,,,
2024,General,,,BRANDI REEVES,BRANDI,,REEVES,,,,BRANDI REEVES,,,,,,Georgia,BRANDI  REEVES ,Georgia,2024,,,,,,,,,,,
2024,General,,,SCOTT F. MCAFEE,SCOTT,F.,MCAFEE,,,,SCOTT F. MCAFEE,,,,,,Georgia,SCOTT F. MCAFEE ,Georgia,2024,,,,,,,,,,,
2024,General,,,ROBERT HILLARD PATILLO II,ROBERT,HILLARD,PATILLO,,II,,ROBERT HILLARD PATILLO II,,,,,,Georgia,ROBERT HILLARD PATILLO II,Georgia,2024,,,,,,,,,,,
2024,General,,,EMILY K. RICHARDSON,EMILY,K.,RICHARDSON,,,,EMILY K. RICHARDSON,,,,,,Georgia,EMILY K. RICHARDSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,SHERMELA J. WILLIAMS,SHERMELA,J.,WILLIAMS,,,,SHERMELA J. WILLIAMS,,,,,,Georgia,SHERMELA J. WILLIAMS ,Georgia,2024,,,,,,,,,,,
2024,General,,,"CHARLES PAUL ROSE, Jr",,,CHARLES PAUL ROSE,,Jr,,,,,,,,Georgia,"CHARLES PAUL ROSE, Jr",Georgia,2024,,,,,,,,,,,
2024,General,,,ROBERT L. RUSSELL,ROBERT,L.,RUSSELL,,,,ROBERT L. RUSSELL,,,,,,Georgia,ROBERT L. RUSSELL ,Georgia,2024,,,,,,,,,,,
2024,General,,,"CHARLES H.S. LYONS, III",,,CHARLES H.S. LYONS,,III,,,,,,,,Georgia,"CHARLES H.S. LYONS, III",Georgia,2024,,,,,,,,,,,
2024,General,,,MATTHEW MATSON,MATTHEW,,MATSON,,,,MATTHEW MATSON,,,,,,Georgia,MATTHEW  MATSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,WILLIE MENDEL SAUNDERS,WILLIE,MENDEL,SAUNDERS,,,,WILLIE MENDEL SAUNDERS,,,,,,Georgia,WILLIE MENDEL SAUNDERS ,Georgia,2024,,,,,,,,,,,
2024,General,,,JOHN FLYTHE,JOHN,,FLYTHE,,,,JOHN FLYTHE,,,,,,Georgia,JOHN  FLYTHE ,Georgia,2024,,,,,,,,,,,
2024,General,,,DAVID L. DICKINSON,DAVID,L.,DICKINSON,,,,DAVID L. DICKINSON,,,,,,Georgia,DAVID L. DICKINSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,DAVID LEE CANNON Jr,DAVID,LEE,CANNON,,Jr,,DAVID LEE CANNON Jr,,,,,,Georgia,DAVID LEE CANNON Jr,Georgia,2024,,,,,,,,,,,
2024,General,,,JENNIFER L. DAVIS,JENNIFER,L.,DAVIS,,,,JENNIFER L. DAVIS,,,,,,Georgia,JENNIFER L. DAVIS ,Georgia,2024,,,,,,,,,,,
2024,General,,,BEVERLY SHANNON WALLACE,BEVERLY,SHANNON,WALLACE,,,,BEVERLY SHANNON WALLACE,,,,,,Georgia,BEVERLY SHANNON WALLACE ,Georgia,2024,,,,,,,,,,,
2024,General,,,"ROBERT W. GUY, Jr",,,ROBERT W. GUY,,Jr,,,,,,,,Georgia,"ROBERT W. GUY, Jr",Georgia,2024,,,,,,,,,,,
2024,General,,,ANTHONY L. HARRISON,ANTHONY,L.,HARRISON,,,,ANTHONY L. HARRISON,,,,,,Georgia,ANTHONY L. HARRISON ,Georgia,2024,,,,,,,,,,,
2024,General,,,STEPHEN D. KELLEY,STEPHEN,D.,KELLEY,,,,STEPHEN D. KELLEY,,,,,,Georgia,STEPHEN D. KELLEY ,Georgia,2024,,,,,,,,,,,
2024,General,,,"STEPHEN G. SCARLETT, Sr",,,STEPHEN G. SCARLETT,,Sr,,,,,,,,Georgia,"STEPHEN G. SCARLETT, Sr",Georgia,2024,,,,,,,,,,,
2024,General,,,MAUREEN C GOTTFRIED,MAUREEN,C,GOTTFRIED,,,,MAUREEN C GOTTFRIED,,,,,,Georgia,MAUREEN C GOTTFRIED ,Georgia,2024,,,,,,,,,,,
2024,General,,,"JOHN T. MARTIN, Sr",,,JOHN T. MARTIN,,Sr,,,,,,,,Georgia,"JOHN T. MARTIN, Sr",Georgia,2024,,,,,,,,,,,
2024,General,,,"BEMON GILMORE MCBRIDE, III",,,BEMON GILMORE MCBRIDE,,III,,,,,,,,Georgia,"BEMON GILMORE MCBRIDE, III",Georgia,2024,,,,,,,,,,,
2024,General,,,BOBBY G. PETERS,BOBBY,G.,PETERS,,,,BOBBY G. PETERS,,,,,,Georgia,BOBBY G. PETERS ,Georgia,2024,,,,,,,,,,,
2024,General,,,BENJAMIN S. RICHARDSON,BENJAMIN,S.,RICHARDSON,,,,BENJAMIN S. RICHARDSON,,,,,,Georgia,BENJAMIN S. RICHARDSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,"ARTHUR LEE SMITH, III",,,ARTHUR LEE SMITH,,III,,,,,,,,Georgia,"ARTHUR LEE SMITH, III",Georgia,2024,,,,,,,,,,,
2024,General,,,SUZANNE H. SMITH,SUZANNE,H.,SMITH,,,,SUZANNE H. SMITH,,,,,,Georgia,SUZANNE H. SMITH ,Georgia,2024,,,,,,,,,,,
2024,General,,,DEITRA BURNEY-BUTLER,DEITRA,,BURNEY-BUTLER,,,,DEITRA BURNEY-BUTLER,,,,,,Georgia,DEITRA  BURNEY-BUTLER ,Georgia,2024,,,,,,,,,,,
2024,General,,,ROBERT L. MACK Jr,ROBERT,L.,MACK,,Jr,,ROBERT L. MACK Jr,,,,,,Georgia,ROBERT L. MACK Jr,Georgia,2024,,,,,,,,,,,
2024,General,,,SHANA ROOKS MALONE,SHANA,ROOKS,MALONE,,,,SHANA ROOKS MALONE,,,,,,Georgia,SHANA ROOKS MALONE ,Georgia,2024,,,,,,,,,,,
2024,General,,,JEWEL C. SCOTT,JEWEL,C.,SCOTT,,,,JEWEL C. SCOTT,,,,,,Georgia,JEWEL C. SCOTT ,Georgia,2024,,,,,,,,,,,
2024,General,,,ANGELA Z. BROWN,ANGELA,Z.,BROWN,,,,ANGELA Z. BROWN,,,,,,Georgia,ANGELA Z. BROWN ,Georgia,2024,,,,,,,,,,,
2024,General,,,KIMBERLY A CHILDS,KIMBERLY,A,CHILDS,,,,KIMBERLY A CHILDS,,,,,,Georgia,KIMBERLY A CHILDS ,Georgia,2024,,,,,,,,,,,
2024,General,,,KELLIE STEVENS HILL,KELLIE,STEVENS,HILL,,,,KELLIE STEVENS HILL,,,,,,Georgia,KELLIE STEVENS HILL ,Georgia,2024,,,,,,,,,,,
2024,General,,,SYLVIA GOLDMAN,SYLVIA,,GOLDMAN,,,,SYLVIA GOLDMAN,,,,,,Georgia,SYLVIA  GOLDMAN ,Georgia,2024,,,,,,,,,,,
2024,General,,,JULIE ADAMS JACOBS,JULIE,ADAMS,JACOBS,,,,JULIE ADAMS JACOBS,,,,,,Georgia,JULIE ADAMS JACOBS ,Georgia,2024,,,,,,,,,,,
2024,General,,,JASON D. MARBUTT,JASON,D.,MARBUTT,,,,JASON D. MARBUTT,,,,,,Georgia,JASON D. MARBUTT ,Georgia,2024,,,,,,,,,,,
2024,General,,,A GREGORY POOLE,A,GREGORY,POOLE,,,,A GREGORY POOLE,,,,,,Georgia,A GREGORY POOLE ,Georgia,2024,,,,,,,,,,,
2024,General,,,VIC REYNOLDS,VIC,,REYNOLDS,,,,VIC REYNOLDS,,,,,,Georgia,VIC  REYNOLDS ,Georgia,2024,,,,,,,,,,,
2024,General,,,HENRY R. THOMPSON,HENRY,R.,THOMPSON,,,,HENRY R. THOMPSON,,,,,,Georgia,HENRY R. THOMPSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,SHERYL B. JOLLY-TURNER,SHERYL,B.,JOLLY-TURNER,,,,SHERYL B. JOLLY-TURNER,,,,,,Georgia,SHERYL B. JOLLY-TURNER ,Georgia,2024,,,,,,,,,,,
2024,General,,,BARRY SCOTT MINTER,BARRY,SCOTT,MINTER,,,,BARRY SCOTT MINTER,,,,,,Georgia,BARRY SCOTT MINTER ,Georgia,2024,,,,,,,,,,,
2024,General,,,BERT POSTON,BERT,,POSTON,,,,BERT POSTON,,,,,,Georgia,BERT  POSTON ,Georgia,2024,,,,,,,,,,,
2024,General,,,GILL BRADDY,GILL,,BRADDY,,,,GILL BRADDY,,,,,,Georgia,GILL  BRADDY ,Georgia,2024,,,,,,,,,,,
2024,General,,,AMY B. BRYANT,AMY,B.,BRYANT,,,,AMY B. BRYANT,,,,,,Georgia,AMY B. BRYANT ,Georgia,2024,,,,,,,,,,,
2024,General,,,LAUREN WARBINGTON FLETCHER,LAUREN,WARBINGTON,FLETCHER,,,,LAUREN WARBINGTON FLETCHER,,,,,,Georgia,LAUREN WARBINGTON FLETCHER ,Georgia,2024,,,,,,,,,,,
2024,General,,,T CHRISTOPHER HUGHES,T,CHRISTOPHER,HUGHES,,,,T CHRISTOPHER HUGHES,,,,,,Georgia,T CHRISTOPHER HUGHES ,Georgia,2024,,,,,,,,,,,
2024,General,,,NINA MARKETTE BAKER,NINA,MARKETTE,BAKER,,,,NINA MARKETTE BAKER,,,,,,Georgia,NINA MARKETTE BAKER ,Georgia,2024,,,,,,,,,,,
2024,General,,,DENNIS T. BLACKMON,DENNIS,T.,BLACKMON,,,,DENNIS T. BLACKMON,,,,,,Georgia,DENNIS T. BLACKMON ,Georgia,2024,,,,,,,,,,,
2024,General,,,EMORY L. PALMER,EMORY,L.,PALMER,,,,EMORY L. PALMER,,,,,,Georgia,EMORY L. PALMER ,Georgia,2024,,,,,,,,,,,
2024,General,,,W TRAVIS SAKRISON,W,TRAVIS,SAKRISON,,,,W TRAVIS SAKRISON,,,,,,Georgia,W TRAVIS SAKRISON ,Georgia,2024,,,,,,,,,,,
2024,General,,,JOHN SIMPSON,JOHN,,SIMPSON,,,,JOHN SIMPSON,,,,,,Georgia,JOHN  SIMPSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,ERICA LEIGH TISINGER,ERICA,LEIGH,TISINGER,,,,ERICA LEIGH TISINGER,,,,,,Georgia,ERICA LEIGH TISINGER ,Georgia,2024,,,,,,,,,,,
2024,General,,,VICTORIA S DARRISAW,VICTORIA,S,DARRISAW,,,,VICTORIA S DARRISAW,,,,,,Georgia,VICTORIA S DARRISAW ,Georgia,2024,,,,,,,,,,,
2024,General,,,VALERIE BROWN-WILLIAMS,VALERIE,,BROWN-WILLIAMS,,,,VALERIE BROWN-WILLIAMS,,,,,,Georgia,VALERIE  BROWN-WILLIAMS ,Georgia,2024,,,,,,,,,,,
2024,General,,,VICTORIA JOHNSON,VICTORIA,,JOHNSON,,,,VICTORIA JOHNSON,,,,,,Georgia,VICTORIA  JOHNSON ,Georgia,2024,,,,,,,,,,,
2024,General,,,MICHAEL R TABARROK,MICHAEL,R,TABARROK,,,,MICHAEL R TABARROK,,,,,,Georgia,MICHAEL R TABARROK ,Georgia,2024,,,,,,,,,,,
2024,General,,,DENISE MARSHALL,DENISE,,MARSHALL,,,,DENISE MARSHALL,,,,,,Georgia,DENISE  MARSHALL ,Georgia,2024,,,,,,,,,,,
2024,General,,,ZAINE D. HEDGE,ZAINE,D.,HEDGE,,,,ZAINE D. HEDGE,,,,,,Georgia,ZAINE D. HEDGE ,Georgia,2024,,,,,,,,,,,
2024,General,,,NICOLE JONES,NICOLE,,JONES,,,,NICOLE JONES,,,,,,Georgia,NICOLE  JONES ,Georgia,2024,,,,,,,,,,,
2024,General,,,B LAUREN WALLACE,B,LAUREN,WALLACE,,,,B LAUREN WALLACE,,,,,,Georgia,B LAUREN WALLACE ,Georgia,2024,,,,,,,,,,,
2024,General,,,DEAH B. WARREN,DEAH,B.,WARREN,,,,DEAH B. WARREN,,,,,,Georgia,DEAH B. WARREN ,Georgia,2024,,,,,,,,,,,
2024,General,,,JUDSON L GREEN IV,JUDSON,L,GREEN,,IV,,JUDSON L GREEN IV,,,,,,Georgia,JUDSON L GREEN IV,Georgia,2024,,,,,,,,,,,
2024,General,,,JON FRANKLIN HELTON,JON,FRANKLIN,HELTON,,,,JON FRANKLIN HELTON,,,,,,Georgia,JON FRANKLIN HELTON ,Georgia,2024,,,,,,,,,,,
2024,General,,,BRADFORD N. CHILDERS,BRADFORD,N.,CHILDERS,,,,BRADFORD N. CHILDERS,,,,,,Georgia,BRADFORD N. CHILDERS ,Georgia,2024,,,,,,,,,,,
2024,General,,,BRANDON FAIRCLOTH,BRANDON,,FAIRCLOTH,,,,BRANDON FAIRCLOTH,,,,,,Georgia, BRANDON FAIRCLOTH ,Georgia,2024,,,,,,,,,,,
2024,General,,,WILLIAM DENNIS TAYLOR III,WILLIAM,DENNIS,TAYLOR,,III,,WILLIAM DENNIS TAYLOR III,,,,,,Georgia,WILLIAM DENNIS TAYLOR III,Georgia,2024,,,,,,,,,,,
2024,General,,,CHRISTOPHER K. MIDDLETON,CHRISTOPHER,K.,MIDDLETON,,,,CHRISTOPHER K. MIDDLETON,,,,,,Georgia,CHRISTOPHER K. MIDDLETON ,Georgia,2024,,,,,,,,,,,
2024,General,,,FRANK M. PENNINGTON II,FRANK,M.,PENNINGTON,,II,,FRANK M. PENNINGTON II,,,,,,Georgia,FRANK M. PENNINGTON II,Georgia,2024,,,,,,,,,,,
2024,General,,,LISA GOLDWIRE COLBERT,LISA,GOLDWIRE,COLBERT,,,,LISA GOLDWIRE COLBERT,,,,,,Georgia,LISA GOLDWIRE COLBERT ,Georgia,2024,,,,,,,,,,,
2024,General,,,JOHN E. MORSE Jr,JOHN,E.,MORSE,,Jr,,JOHN E. MORSE Jr,,,,,,Georgia,JOHN E. MORSE Jr,Georgia,2024,,,,,,,,,,,
2024,General,,,JOY R. PARKS,JOY,R.,PARKS,,,,JOY R. PARKS,,,,,,Georgia,JOY R. PARKS ,Georgia,2024,,,,,,,,,,,
2024,General,,,DANIELLE PATRICE ROBERTS,DANIELLE,PATRICE,ROBERTS,,,,DANIELLE PATRICE ROBERTS,,,,,,Georgia,DANIELLE PATRICE ROBERTS ,Georgia,2024,,,,,,,,,,,
